n,N,N_label,standard_paper_grid,seed,scaled_budget,Delta_N_u_total,Delta_N_u_mean_term,Delta_N_u_cov_term,self_consistency_kl_u
500,500,N=n,1,3,0.0082644628099173,8.403802928873326,1.342378953558133,7.061423975315192,-0.0329341543737283
500,500,N=n,1,4,0.0082644628099173,7.387478112771895,1.8570120225608584,5.5304660902110365,-0.0402184881012497
500,500,N=n,1,5,0.0082644628099173,9.514377934471447,1.2325496010539214,8.281828333417526,-0.0653826997401507
500,500,N=n,1,6,0.0082644628099173,7.735628666154948,1.6171969914016375,6.11843167475331,0.0647804943794922
500,500,N=n,1,7,0.0082644628099173,8.105415100775963,0.8644144530143338,7.241000647761628,0.0527229721247128
500,500,N=n,1,8,0.0082644628099173,10.224655142954848,3.8943040198894208,6.330351123065427,-0.0461841416505242
500,500,N=n,1,9,0.0082644628099173,7.211688698807532,1.0184272743720415,6.193261424435491,0.0146753092989696
500,500,N=n,1,10,0.0082644628099173,8.192298257695496,1.0039310464243525,7.188367211271143,0.0855957346289533
500,500,N=n,1,11,0.0082644628099173,8.580107363824606,0.5703509317558114,8.009756432068794,0.143701191037667
500,500,N=n,1,12,0.0082644628099173,9.477425944956789,3.5445312335970134,5.932894711359773,0.0374815208717963
500,500,N=n,1,13,0.0082644628099173,8.146128384947474,1.2477947899266644,6.8983335950208104,0.0157417508973957
500,500,N=n,1,14,0.0082644628099173,7.536062251413592,0.936348126514128,6.599714124899464,-0.0081089215269089
500,500,N=n,1,15,0.0082644628099173,7.864880469442477,1.7436860184607743,6.121194450981703,0.00209907230058
500,500,N=n,1,16,0.0082644628099173,10.308162632872046,1.494888011099904,8.813274621772141,0.0165630388496303
500,500,N=n,1,17,0.0082644628099173,8.212567136925205,1.838586599829812,6.3739805370953935,-0.0072921529927811
500,500,N=n,1,18,0.0082644628099173,7.805021233018064,1.4797417931554089,6.325279439862655,-0.0485002352233815
500,500,N=n,1,19,0.0082644628099173,7.224316859545458,0.9148088696692974,6.309507989876161,-0.0036083824251567
500,500,N=n,1,20,0.0082644628099173,8.11371211335763,1.1111778501714349,7.002534263186195,0.0281259235000996
500,500,N=n,1,21,0.0082644628099173,8.663338471480309,2.6499478218842096,6.013390649596099,0.0020449541290203
500,500,N=n,1,22,0.0082644628099173,7.741736655578325,1.7924514553883522,5.949285200189974,-0.0053016824350281
500,500,N=n,1,23,0.0082644628099173,8.50755987997821,0.7279227237692727,7.779637156208937,0.0393898049284938
500,500,N=n,1,24,0.0082644628099173,8.39574344683505,2.168723933365861,6.227019513469189,-0.0026671687238368
500,500,N=n,1,25,0.0082644628099173,7.567216071900235,1.3040958944219174,6.263120177478318,-0.0614438195702917
500,500,N=n,1,26,0.0082644628099173,8.048166277797787,1.8277862494178208,6.220380028379966,-0.0432301320507002
500,500,N=n,1,27,0.0082644628099173,7.453684274802458,1.023517230234324,6.430167044568134,-0.0519139077566653
500,500,N=n,1,28,0.0082644628099173,6.913110722458907,0.9849518560916422,5.928158866367265,-0.0870958173480374
500,500,N=n,1,29,0.0082644628099173,10.053841399521843,1.33561661972611,8.718224779795733,0.0373989847311766
500,500,N=n,1,30,0.0082644628099173,7.172505012262239,1.2492117681835284,5.923293244078711,0.0851620468525736
500,500,N=n,1,31,0.0082644628099173,8.959182637841124,1.9817977060804912,6.977384931760634,-0.0806720941300241
500,500,N=n,1,32,0.0082644628099173,8.11159924068152,1.0075663285920873,7.1040329120894325,0.1000500496134681
500,500,N=n,1,33,0.0082644628099173,8.336445508873588,1.3899039986161044,6.946541510257483,-0.0535621109842174
500,500,N=n,1,34,0.0082644628099173,7.699922478840335,1.2446774902653792,6.455244988574956,-0.0120573858070788
500,500,N=n,1,35,0.0082644628099173,7.441216252482706,1.6758671865511687,5.765349065931537,-0.0028553966276621
500,500,N=n,1,36,0.0082644628099173,6.9768034570569055,0.8887938970975642,6.088009559959342,0.0066405785171595
500,500,N=n,1,37,0.0082644628099173,8.605916504116202,2.03060210835745,6.575314395758752,0.0615352184593993
500,500,N=n,1,38,0.0082644628099173,8.367075640228721,1.4987447698230183,6.868330870405703,0.0336576139415484
500,500,N=n,1,39,0.0082644628099173,7.710436420001234,0.6192387843935048,7.091197635607729,-0.0301237282714318
500,500,N=n,1,40,0.0082644628099173,7.707956605507605,1.2960266983350677,6.411929907172538,0.0324717488438568
500,500,N=n,1,41,0.0082644628099173,8.930254144156759,2.5865412556003733,6.343712888556387,-0.0226000924832717
500,500,N=n,1,42,0.0082644628099173,8.160370406712477,0.9771769856454912,7.183193421066986,-0.0602372109005908
500,500,N=n,1,43,0.0082644628099173,7.776084217826892,1.698396255115343,6.077687962711549,-0.0585572045606623
500,500,N=n,1,44,0.0082644628099173,7.783756626323254,1.2039058114068732,6.579850814916381,-0.0888184000042859
500,500,N=n,1,45,0.0082644628099173,7.953307189983576,2.036215472238298,5.9170917177452775,0.0017539813257843
500,500,N=n,1,46,0.0082644628099173,7.423186097224836,1.5717060951975377,5.851480002027298,0.1282459052509334
500,500,N=n,1,47,0.0082644628099173,7.675052704276412,0.953816061365636,6.721236642910776,0.0592782019011258
500,500,N=n,1,48,0.0082644628099173,8.189971014612365,1.0190360914723615,7.170934923140003,0.0184485648266234
500,500,N=n,1,49,0.0082644628099173,7.773113564391827,0.8496702794382089,6.923443284953618,-0.0235054657528333
500,500,N=n,1,50,0.0082644628099173,8.700351799067215,2.4068785436268785,6.293473255440337,0.0127630025452765
500,500,N=n,1,51,0.0082644628099173,8.743608048281745,1.273357825474052,7.470250222807693,0.0443320728778906
500,500,N=n,1,52,0.0082644628099173,9.486503074169327,4.064224769388984,5.422278304780344,0.0188266106370642
500,500,N=n,1,53,0.0082644628099173,9.352106858489629,1.147842016773986,8.204264841715641,-0.0224472737961456
500,500,N=n,1,54,0.0082644628099173,8.473873971588818,0.9371554657154016,7.536718505873416,0.0246429421073952
500,500,N=n,1,55,0.0082644628099173,8.92713758478791,3.333965884829747,5.593171699958164,-0.0110441529286735
500,500,N=n,1,56,0.0082644628099173,9.5584530218961,1.685911837560616,7.872541184335484,-0.043271404059373
500,500,N=n,1,57,0.0082644628099173,8.436526788587557,1.137814749105504,7.298712039482053,0.1293057014461798
500,500,N=n,1,58,0.0082644628099173,7.401149102297985,1.3608443748485826,6.040304727449403,0.1213586195477752
500,500,N=n,1,59,0.0082644628099173,7.410651397523024,0.7502881309074974,6.660363266615526,0.0280625061303231
500,500,N=n,1,60,0.0082644628099173,6.924647761006361,0.7370958735485361,6.1875518874578255,-0.0725534271889702
500,500,N=n,1,61,0.0082644628099173,7.825943821248846,1.4940969671038955,6.331846854144951,-0.0216415022576558
500,500,N=n,1,62,0.0082644628099173,11.446815320080058,1.908295371946314,9.538519948133745,0.107784952628147
500,500,N=n,1,63,0.0082644628099173,7.4639010191604545,1.019902052427433,6.443998966733021,-0.0263935611939733
500,500,N=n,1,64,0.0082644628099173,7.92574783107983,0.5841527101925931,7.341595120887237,-0.0322372166429262
500,500,N=n,1,65,0.0082644628099173,8.540757352520535,1.9790888442138537,6.561668508306681,-0.0202394309148118
500,500,N=n,1,66,0.0082644628099173,7.732330820813695,1.880160639171532,5.852170181642164,-0.0080445400796585
500,500,N=n,1,67,0.0082644628099173,8.424415353790154,3.1258752009229336,5.29854015286722,0.0240807947285533
500,500,N=n,1,68,0.0082644628099173,7.654746493067168,1.61317792331688,6.041568569750288,-0.0361646102549697
500,500,N=n,1,69,0.0082644628099173,8.584952611439252,1.101728755207298,7.4832238562319535,-0.0034606401088466
500,500,N=n,1,70,0.0082644628099173,7.315798481715886,1.2855763266338551,6.030222155082031,-0.0503145091281356
500,500,N=n,1,71,0.0082644628099173,7.42868733947528,1.9488351669062625,5.479852172569017,0.0035257776989011
500,500,N=n,1,72,0.0082644628099173,7.934642204678853,1.6356368547091045,6.2990053499697485,-0.0336138697508428
500,500,N=n,1,73,0.0082644628099173,12.607252223075324,3.676755625570752,8.930496597504574,-0.1117570249632936
500,500,N=n,1,74,0.0082644628099173,8.315874308414354,0.6866514282884,7.629222880125954,-0.0117686086793332
500,500,N=n,1,75,0.0082644628099173,8.929171305709405,2.5076785492767897,6.421492756432615,-0.0244371622635639
500,500,N=n,1,76,0.0082644628099173,9.457309721466002,1.243458942874535,8.213850778591468,-0.0676780104469604
500,500,N=n,1,77,0.0082644628099173,7.833708720464062,1.1457908217065176,6.6879178987575445,0.0050480739329514
500,500,N=n,1,78,0.0082644628099173,8.277863956308728,1.077662314159291,7.2002016421494375,0.0153709054583154
500,500,N=n,1,79,0.0082644628099173,7.810450664982941,1.4750699391837971,6.335380725799144,0.0320889309468667
500,500,N=n,1,80,0.0082644628099173,7.919810112016523,1.237643674722551,6.682166437293972,0.0223826175893214
500,500,N=n,1,81,0.0082644628099173,12.279874365333686,2.3356913068043785,9.944183058529308,0.0243094580063747
500,500,N=n,1,82,0.0082644628099173,9.379258961393518,2.529725973124841,6.849532988268676,0.0973513467275147
500,500,N=n,1,83,0.0082644628099173,8.439494863108614,1.7956375388954997,6.643857324213114,-0.0591715308571199
500,500,N=n,1,84,0.0082644628099173,7.52892832841753,0.899983953337657,6.6289443750798736,-0.0597547973808652
500,500,N=n,1,85,0.0082644628099173,8.127629250575442,0.8598129726043581,7.267816277971084,0.0166334353003476
500,500,N=n,1,86,0.0082644628099173,8.19814228892449,2.276529216977514,5.921613071946977,0.0035360132232882
500,500,N=n,1,87,0.0082644628099173,8.239531948840847,0.9210533094472968,7.31847863939355,0.0372812481043819
500,500,N=n,1,88,0.0082644628099173,8.628558810634564,2.206032875882922,6.422525934751642,-0.0346498313386488
500,500,N=n,1,89,0.0082644628099173,8.31448649203573,1.2656503890326585,7.048836103003071,0.0016533884075987
500,500,N=n,1,90,0.0082644628099173,8.543343900716676,2.738823539764734,5.804520360951943,0.091570333999578
500,500,N=n,1,91,0.0082644628099173,8.795319823382277,1.2331346575804951,7.5621851658017825,-0.0701300414845266
500,500,N=n,1,92,0.0082644628099173,7.437495078501732,1.362254930586138,6.075240147915594,-0.1193572689388235
500,500,N=n,1,93,0.0082644628099173,11.871664260396786,1.921206141876094,9.950458118520691,-0.0093295897013243
500,500,N=n,1,94,0.0082644628099173,7.391160712431573,0.8318657955116272,6.559294916919946,0.0874861133525552
500,500,N=n,1,95,0.0082644628099173,11.376028615082118,1.5724395458563858,9.803589069225731,0.0133464325665935
500,500,N=n,1,96,0.0082644628099173,8.724067012343085,2.147557343553192,6.576509668789892,0.1074172356584725
500,500,N=n,1,97,0.0082644628099173,7.11569535564622,0.6568233996148714,6.458871956031349,-0.045709498420552
500,500,N=n,1,98,0.0082644628099173,7.835766017872686,0.7038726814630505,7.131893336409636,0.073345633514217
500,500,N=n,1,99,0.0082644628099173,7.4162587782578,1.1483629050371869,6.267895873220613,0.0955464517903529
500,500,N=n,1,100,0.0082644628099173,8.913096079975679,2.8214607813754715,6.091635298600207,0.0759268353654601
500,3107,N=n log(n),1,0,0.0513553719008264,6.489316648836684,0.7103762596169665,5.778940389219717,0.0746178768566056
500,3107,N=n log(n),1,1,0.0513553719008264,7.446664365417534,1.9664199092213677,5.480244456196166,-0.0116865665870568
500,3107,N=n log(n),1,2,0.0513553719008264,6.621558602626974,1.629627543911268,4.991931058715706,-0.0271488874756611
500,3107,N=n log(n),1,3,0.0513553719008264,7.334792954613338,2.3424164668138503,4.992376487799487,0.0185792971953977
500,3107,N=n log(n),1,4,0.0513553719008264,6.490346775562156,1.3146322596756708,5.175714515886485,0.0212116365956086
500,3107,N=n log(n),1,5,0.0513553719008264,6.6931517803360885,1.6946449122385168,4.9985068680975715,0.045632975548212
500,3107,N=n log(n),1,6,0.0513553719008264,6.436283704142595,0.9167062915925106,5.519577412550085,-0.0251852621134141
500,3107,N=n log(n),1,7,0.0513553719008264,6.540311044755818,0.9303636499021248,5.609947394853693,0.0078567051826939
500,3107,N=n log(n),1,8,0.0513553719008264,6.8433647799676764,1.0586877137592836,5.784677066208393,-0.0132968399830622
500,3107,N=n log(n),1,9,0.0513553719008264,6.487579000410267,0.9070312723005728,5.580547728109694,0.0139759720331079
500,3107,N=n log(n),1,10,0.0513553719008264,8.200103089288268,1.9942252868685928,6.205877802419675,0.0136315962289274
500,3107,N=n log(n),1,11,0.0513553719008264,6.165336268908014,0.9555076011470818,5.209828667760932,-0.0424896710631374
500,3107,N=n log(n),1,12,0.0513553719008264,6.436081010077209,1.6748750270842825,4.7612059829929265,0.0159785964701132
500,3107,N=n log(n),1,13,0.0513553719008264,5.846011076986492,1.590752640703445,4.255258436283047,0.012030394702803
500,3107,N=n log(n),1,14,0.0513553719008264,7.422581098264824,1.8150039705755407,5.607577127689283,0.0119218860550478
500,3107,N=n log(n),1,15,0.0513553719008264,6.562845333656506,1.124572692850156,5.438272640806351,-0.0378387776296401
500,3107,N=n log(n),1,16,0.0513553719008264,7.392019077625349,1.4214549305573492,5.970564147068,0.0395256247685377
500,3107,N=n log(n),1,17,0.0513553719008264,7.530615020115401,2.075629388172084,5.454985631943317,0.0012712788447613
500,3107,N=n log(n),1,18,0.0513553719008264,6.532143962688062,1.5101033944852966,5.022040568202765,0.0217113159668973
500,3107,N=n log(n),1,19,0.0513553719008264,6.728256733721529,1.8112956430223128,4.916961090699216,0.034605637906779
500,3107,N=n log(n),1,20,0.0513553719008264,7.400496343583217,1.9628166533197375,5.437679690263479,-0.1243580847641771
500,3107,N=n log(n),1,21,0.0513553719008264,6.591821599393606,1.0530259998113003,5.538795599582306,0.1779540564335058
500,3107,N=n log(n),1,22,0.0513553719008264,6.832252807519213,1.876702608634384,4.955550198884829,0.010867257755756
500,3107,N=n log(n),1,23,0.0513553719008264,7.086161470922519,1.5402707105532425,5.545890760369277,0.0136025827225785
500,3107,N=n log(n),1,24,0.0513553719008264,5.768957115200034,0.8614822951067291,4.907474820093305,-0.1604505249704328
500,3107,N=n log(n),1,25,0.0513553719008264,6.911515379421036,1.677383375527411,5.234132003893626,-0.0957362823621576
500,3107,N=n log(n),1,26,0.0513553719008264,6.806435403952446,2.065563616384657,4.740871787567789,0.0659391847359756
500,3107,N=n log(n),1,27,0.0513553719008264,8.013091987711334,3.3482315994565974,4.664860388254738,0.0124823666316812
500,3107,N=n log(n),1,28,0.0513553719008264,6.837068609786105,1.227257233629493,5.609811376156612,-0.0354962295885946
500,3107,N=n log(n),1,29,0.0513553719008264,6.371089822200811,1.4072673922305148,4.963822429970296,-0.1167401216850713
500,3107,N=n log(n),1,30,0.0513553719008264,6.972526283906835,1.8526723478940277,5.119853936012808,-0.128340003304545
500,3107,N=n log(n),1,31,0.0513553719008264,7.882088563468666,1.9154413161052328,5.966647247363433,-0.0010317280461423
500,3107,N=n log(n),1,32,0.0513553719008264,6.275689023200722,1.1338892784597805,5.141799744740942,0.0260887458303922
500,3107,N=n log(n),1,33,0.0513553719008264,7.171506526162977,1.4771181930716923,5.694388333091285,0.0717276658309411
500,3107,N=n log(n),1,34,0.0513553719008264,6.374914819009446,1.030476442417974,5.344438376591471,-0.0415983685129284
500,3107,N=n log(n),1,35,0.0513553719008264,7.6582339295597155,2.2760403896780583,5.382193539881657,-0.0510893729017071
500,3107,N=n log(n),1,36,0.0513553719008264,6.751485244091357,1.366092559299207,5.38539268479215,-0.0995612869610311
500,3107,N=n log(n),1,37,0.0513553719008264,6.900606755711527,1.9203521763826024,4.980254579328924,0.0494107949624927
500,3107,N=n log(n),1,38,0.0513553719008264,6.2499154426762065,1.1632619417422183,5.086653500933988,0.0491772099845929
500,3107,N=n log(n),1,39,0.0513553719008264,7.0891322091392635,1.5696116714889763,5.519520537650287,0.0081220049834359
500,3107,N=n log(n),1,40,0.0513553719008264,7.768921588029411,2.15796441430477,5.610957173724641,0.0032344123916257
500,3107,N=n log(n),1,41,0.0513553719008264,6.59098051283663,1.0150040096512107,5.575976503185419,0.0008341125605598
500,3107,N=n log(n),1,42,0.0513553719008264,6.992689622080891,2.2894000100453376,4.703289612035554,-0.0624966005403474
500,3107,N=n log(n),1,43,0.0513553719008264,6.3835603582312945,1.1388647149948548,5.24469564323644,0.0874925206235275
500,3107,N=n log(n),1,44,0.0513553719008264,6.974281461056079,1.5730512639257954,5.401230197130284,-0.0432374498018512
500,3107,N=n log(n),1,45,0.0513553719008264,6.597904655984173,1.219127691043088,5.3787769649410855,-0.0148068945279319
500,3107,N=n log(n),1,46,0.0513553719008264,6.0513134367370895,1.2817699291633764,4.769543507573713,-0.0381989036059614
500,3107,N=n log(n),1,47,0.0513553719008264,7.149350518840244,1.211974478047926,5.9373760407923175,-0.0574910067705133
500,3107,N=n log(n),1,48,0.0513553719008264,6.531732452579825,1.0978478396951514,5.433884612884674,-0.045308347364629
500,3107,N=n log(n),1,49,0.0513553719008264,7.029341778934146,1.475035814434841,5.554305964499305,-0.1120866014906366
500,3107,N=n log(n),1,50,0.0513553719008264,7.84898443476827,2.3789243562697937,5.470060078498476,0.0854017962449287
500,3107,N=n log(n),1,51,0.0513553719008264,7.431855409696608,1.7886858193409805,5.643169590355627,0.0232186846333344
500,3107,N=n log(n),1,52,0.0513553719008264,6.738835259607838,2.2337666704514474,4.505068589156391,-0.0445955834760686
500,3107,N=n log(n),1,53,0.0513553719008264,6.711224711873987,1.3439149976932427,5.367309714180744,0.1011097106697968
500,3107,N=n log(n),1,54,0.0513553719008264,7.312737192482822,1.3386888951653306,5.974048297317491,0.0189532346845504
500,3107,N=n log(n),1,55,0.0513553719008264,7.267065277524168,1.8532541524710224,5.4138111250531455,-0.0313202766732673
500,3107,N=n log(n),1,56,0.0513553719008264,7.051348796345144,1.491280897314736,5.5600678990304075,-0.0616346834904202
500,3107,N=n log(n),1,57,0.0513553719008264,7.142110065769402,1.626117365218806,5.515992700550596,-0.0398127789495934
500,3107,N=n log(n),1,58,0.0513553719008264,8.50066949592631,3.5180343875465763,4.982635108379734,0.0486217990582849
500,3107,N=n log(n),1,59,0.0513553719008264,6.518556712476945,1.253404936769369,5.265151775707577,-0.0982425771602736
500,3107,N=n log(n),1,60,0.0513553719008264,6.007848111358062,0.9225229222530372,5.085325189105025,0.0117029927840452
500,3107,N=n log(n),1,61,0.0513553719008264,7.292329551907473,2.0312845824565486,5.261044969450925,-0.0652057056179179
500,3107,N=n log(n),1,62,0.0513553719008264,7.465057873005695,2.002898105108703,5.462159767896992,0.0678417155525575
500,3107,N=n log(n),1,63,0.0513553719008264,6.860108672331372,1.8084447285103689,5.051663943821003,0.0058514758834954
500,3107,N=n log(n),1,64,0.0513553719008264,6.946360007195961,1.3121183293873555,5.634241677808605,-0.014292865393464
500,3107,N=n log(n),1,65,0.0513553719008264,7.317322458468134,1.6340966907215146,5.683225767746619,0.0798106350731857
500,3107,N=n log(n),1,66,0.0513553719008264,7.1393182957678665,2.431597946752969,4.707720349014898,-0.0194458487607779
500,3107,N=n log(n),1,67,0.0513553719008264,8.518081145667816,3.236667937268472,5.281413208399345,-0.0027008701617142
500,3107,N=n log(n),1,68,0.0513553719008264,6.678818710384361,2.1518445931402197,4.526974117244141,-0.096123118710784
500,3107,N=n log(n),1,69,0.0513553719008264,6.807249222810633,0.6485440273762628,6.15870519543437,-0.0190727768078102
500,3107,N=n log(n),1,70,0.0513553719008264,6.4883182600381355,2.097477351021623,4.390840909016513,-0.041635443413357
500,3107,N=n log(n),1,71,0.0513553719008264,6.97431179312478,1.5332419908583788,5.4410698022664015,0.0773085156424974
500,3107,N=n log(n),1,72,0.0513553719008264,6.792550452724649,1.580530811112942,5.2120196416117075,0.1131790583657429
500,3107,N=n log(n),1,73,0.0513553719008264,8.487081330562981,4.001443097405025,4.485638233157957,-0.0574698258512267
500,3107,N=n log(n),1,74,0.0513553719008264,6.518395111678609,1.2114615855265265,5.306933526152083,-0.0809403313814586
500,3107,N=n log(n),1,75,0.0513553719008264,6.280921053655007,1.397845015782058,4.883076037872949,-0.0478600785454661
500,3107,N=n log(n),1,76,0.0513553719008264,7.1533801175372425,1.3711283268976495,5.7822517906395925,0.0774565087017946
500,3107,N=n log(n),1,77,0.0513553719008264,6.622233902114681,1.750041086575974,4.872192815538707,0.0733254936181415
500,3107,N=n log(n),1,78,0.0513553719008264,7.563150856058536,2.091331383013903,5.471819473044634,-0.0668371719307121
500,3107,N=n log(n),1,79,0.0513553719008264,7.822720457562435,2.627939351124975,5.19478110643746,-0.0682339599780285
500,3107,N=n log(n),1,80,0.0513553719008264,8.748537440175296,2.7998801881494804,5.948657252025815,-0.0324910471821408
500,3107,N=n log(n),1,81,0.0513553719008264,6.196073075398436,1.0704273092604135,5.125645766138023,0.1610274069512158
500,3107,N=n log(n),1,82,0.0513553719008264,5.655361220956256,0.7805691142423106,4.8747921067139455,0.0953246655097228
500,3107,N=n log(n),1,83,0.0513553719008264,8.048145923186066,2.627877648966783,5.420268274219284,-0.100589318207409
500,3107,N=n log(n),1,84,0.0513553719008264,6.187954621757201,1.0807808383793909,5.10717378337781,0.0168622612408997
500,3107,N=n log(n),1,85,0.0513553719008264,7.196733321696394,1.5069340645707414,5.689799257125653,-0.0619387084113112
500,3107,N=n log(n),1,86,0.0513553719008264,8.253001209690417,3.075626658348734,5.177374551341684,0.0257029302419669
500,3107,N=n log(n),1,87,0.0513553719008264,7.496577480831337,1.0377414647003005,6.458836016131037,0.0077336899531295
500,3107,N=n log(n),1,88,0.0513553719008264,6.7093616977796575,1.78842973701951,4.920931960760147,0.0376233525949541
500,3107,N=n log(n),1,89,0.0513553719008264,7.582890757046566,1.2804631748173003,6.3024275822292655,0.0406605683523231
500,3107,N=n log(n),1,90,0.0513553719008264,8.07481825939953,2.682943704780551,5.391874554618979,0.0467572749182884
500,3107,N=n log(n),1,91,0.0513553719008264,7.016780587003766,2.561839052972111,4.454941534031655,-0.0790395079760369
500,3107,N=n log(n),1,92,0.0513553719008264,6.423758896568558,2.1938709368875715,4.229887959680987,0.0450876916042044
500,3107,N=n log(n),1,93,0.0513553719008264,7.035286016523143,2.145607159172249,4.889678857350894,-0.0495412298915167
500,3107,N=n log(n),1,94,0.0513553719008264,6.965204813010911,1.4312985447054924,5.533906268305419,0.048520316187513
500,3107,N=n log(n),1,95,0.0513553719008264,5.799328326764072,1.1882115690820596,4.611116757682012,0.0773620736974459
500,3107,N=n log(n),1,96,0.0513553719008264,7.196438760319436,2.0840752557804536,5.112363504538983,0.0639997933618287
500,3107,N=n log(n),1,97,0.0513553719008264,6.522277748500574,0.8669435056862331,5.655334242814341,0.0757401907698858
500,3107,N=n log(n),1,98,0.0513553719008264,6.597269410545314,1.3606346511896017,5.236634759355712,0.0428514883937913
500,3107,N=n log(n),1,99,0.0513553719008264,6.614448884110609,1.0246041909120498,5.589844693198559,-0.0194316430115096
500,3107,N=n log(n),1,100,0.0513553719008264,6.6680841577306715,1.513293052199015,5.154791105531656,-0.0502604748105385
500,11180,N=n^(3/2),1,0,0.184793388429752,3.967366782394296,0.3076083976634639,3.659758384730832,0.0497236686069693
500,11180,N=n^(3/2),1,1,0.184793388429752,6.024201674335501,1.1340764821976008,4.8901251921379005,0.0371693544730774
500,11180,N=n^(3/2),1,2,0.184793388429752,4.311448012873761,0.4872529883082721,3.8241950245654888,0.0141178530318918
500,11180,N=n^(3/2),1,3,0.184793388429752,4.9646281729846296,0.9396819264430726,4.024946246541557,0.035173835528785
500,11180,N=n^(3/2),1,4,0.184793388429752,4.540208273417017,0.546771717179859,3.9934365562371577,0.1957058657979818
500,11180,N=n^(3/2),1,5,0.184793388429752,4.4201749991410075,0.8271338282926486,3.593041170848359,0.0638206432071654
500,11180,N=n^(3/2),1,6,0.184793388429752,4.73896356078785,0.6241662024167173,4.114797358371133,0.0218173755419396
500,11180,N=n^(3/2),1,7,0.184793388429752,4.621413250007509,0.463022886952281,4.158390363055228,0.0255514335290503
500,11180,N=n^(3/2),1,8,0.184793388429752,4.081803426651415,0.1706212905057531,3.911182136145662,-0.0656311954058922
500,11180,N=n^(3/2),1,9,0.184793388429752,4.51240595586257,0.523951315303729,3.9884546405588406,0.0108683358668889
500,11180,N=n^(3/2),1,10,0.184793388429752,4.477829629373206,0.7786649021821679,3.6991647271910377,0.0577063748069743
500,11180,N=n^(3/2),1,11,0.184793388429752,4.153327933438847,0.3554894186761516,3.797838514762695,-0.0602645392654793
500,11180,N=n^(3/2),1,12,0.184793388429752,4.353876468731678,0.2940888233514466,4.059787645380231,-0.0303405670703589
500,11180,N=n^(3/2),1,13,0.184793388429752,4.547652603607308,1.179564384753415,3.3680882188538934,-0.0636861562874205
500,11180,N=n^(3/2),1,14,0.184793388429752,5.056415744743629,1.2805357906069608,3.775879954136668,-0.0731968287506469
500,11180,N=n^(3/2),1,15,0.184793388429752,4.246524987255825,0.6801631539862572,3.5663618332695677,0.1013649246569235
500,11180,N=n^(3/2),1,16,0.184793388429752,4.451443068378006,0.6519736177347697,3.799469450643236,-0.0001510168867281
500,11180,N=n^(3/2),1,17,0.184793388429752,5.0464874654846055,0.9647982786692536,4.0816891868153515,-0.0116982608045647
500,11180,N=n^(3/2),1,18,0.184793388429752,4.975440430601861,1.2071965273309364,3.7682439032709247,-0.0313882721183318
500,11180,N=n^(3/2),1,19,0.184793388429752,5.342591472262498,1.4949362824507295,3.847655189811769,-0.0699741053576168
500,11180,N=n^(3/2),1,20,0.184793388429752,3.8751320696971705,0.0423808692609348,3.832751200436235,-0.0523419453395477
500,11180,N=n^(3/2),1,21,0.184793388429752,4.058370977095803,0.2377445008014386,3.8206264762943647,0.0308971572356238
500,11180,N=n^(3/2),1,22,0.184793388429752,3.900558119138316,0.6348192512340478,3.2657388679042683,-0.0321407963928793
500,11180,N=n^(3/2),1,23,0.184793388429752,4.20247291681875,0.6688073938571162,3.533665522961634,0.0004600310383935
500,11180,N=n^(3/2),1,24,0.184793388429752,3.84926511314208,0.2620405040957387,3.5872246090463413,-0.0852022567877142
500,11180,N=n^(3/2),1,25,0.184793388429752,3.6777933224613113,0.2128813693905204,3.464911953070791,0.019475924695636
500,11180,N=n^(3/2),1,26,0.184793388429752,5.201202766118912,1.4763793503908351,3.7248234157280766,0.0586629265717278
500,11180,N=n^(3/2),1,27,0.184793388429752,4.124324836230806,0.9482691409511236,3.1760556952796826,-0.0027605602920078
500,11180,N=n^(3/2),1,28,0.184793388429752,4.954220949922931,0.909395850305898,4.044825099617033,-0.0555451843357478
500,11180,N=n^(3/2),1,29,0.184793388429752,4.338906190733013,0.5892330425043755,3.749673148228638,-0.0140900329573099
500,11180,N=n^(3/2),1,30,0.184793388429752,3.962416737685799,0.2183081596260001,3.744108578059799,-0.0019589793608953
500,11180,N=n^(3/2),1,31,0.184793388429752,4.6918169882201095,0.7488200632666087,3.9429969249535017,0.0204846822244949
500,11180,N=n^(3/2),1,32,0.184793388429752,4.679570586966976,0.8150176261566124,3.864552960810365,-0.0261761737192838
500,11180,N=n^(3/2),1,33,0.184793388429752,4.791438822807863,0.548164159703366,4.243274663104497,0.0148903657618986
500,11180,N=n^(3/2),1,34,0.184793388429752,4.08009486529938,0.5097631591809147,3.5703317061184645,0.0061038658482723
500,11180,N=n^(3/2),1,35,0.184793388429752,4.090794187012401,1.0883143084982048,3.0024798785141957,0.0530307171864838
500,11180,N=n^(3/2),1,36,0.184793388429752,4.686786221897071,0.9360617735364436,3.750724448360628,-0.0097488636872566
500,11180,N=n^(3/2),1,37,0.184793388429752,4.494641135473675,0.9365208864235294,3.5581202490501456,-0.075116398710618
500,11180,N=n^(3/2),1,38,0.184793388429752,4.3592314775833465,0.5824939807123707,3.776737496870976,0.0134238219513844
500,11180,N=n^(3/2),1,39,0.184793388429752,3.9037104559005713,0.3097431365871608,3.5939673193134105,-0.118563220628001
500,11180,N=n^(3/2),1,40,0.184793388429752,4.653617782910022,1.4032248588185694,3.250392924091453,-0.0396633578985946
