n,N,N_label,standard_paper_grid,seed,scaled_budget,Delta_N_u_total,Delta_N_u_mean_term,Delta_N_u_cov_term,self_consistency_kl_u
100,460,N=n log(n),1,56,0.0380165289256198,8.224408372594267,2.1208600318410693,6.103548340753198,-0.039676204695636
100,460,N=n log(n),1,57,0.0380165289256198,5.396686718000272,1.9242419004002131,3.472444817600059,0.0141682322181674
100,460,N=n log(n),1,58,0.0380165289256198,5.137583756279753,1.8641263427030568,3.273457413576696,-0.1264423220103241
100,460,N=n log(n),1,59,0.0380165289256198,5.87147065785743,1.5925546270692792,4.278916030788151,0.1239937483378385
100,460,N=n log(n),1,60,0.0380165289256198,4.49438996316784,0.8342411264884644,3.660148836679375,0.0266212273635167
100,460,N=n log(n),1,61,0.0380165289256198,4.793737859247479,1.5342395329517124,3.2594983262957657,0.0626805542894126
100,460,N=n log(n),1,62,0.0380165289256198,6.936416982059761,2.588273551952401,4.34814343010736,-0.02483650939216
100,460,N=n log(n),1,63,0.0380165289256198,6.380881393258111,1.29123099554426,5.089650397713851,0.0189405160163955
100,460,N=n log(n),1,64,0.0380165289256198,5.150217237111792,1.0563450813479942,4.093872155763798,-0.031254840426534
100,460,N=n log(n),1,65,0.0380165289256198,5.6258966177616365,1.6997695357327864,3.9261270820288496,0.0484503156830033
100,460,N=n log(n),1,66,0.0380165289256198,4.74414043297964,1.6039227919686505,3.1402176410109903,-0.0054000458652735
100,460,N=n log(n),1,67,0.0380165289256198,8.617105697697351,4.462891888870459,4.154213808826892,-0.0381548316042637
100,460,N=n log(n),1,68,0.0380165289256198,6.480820643419015,1.5790855098178276,4.901735133601187,-0.0359220675351597
100,460,N=n log(n),1,69,0.0380165289256198,3.297643011044591,1.3326850926509826,1.9649579183936083,0.043845625365561
100,460,N=n log(n),1,70,0.0380165289256198,3.938233689852426,0.570472699212021,3.367760990640405,0.0128398178222045
100,460,N=n log(n),1,71,0.0380165289256198,5.0135038248649675,1.054346688000721,3.959157136864247,0.0285946018890605
