method,n,N,N_label,param,seed_count,coverage_80_mean,coverage_80_sd,coverage_80_q05,coverage_80_q25,coverage_80_median,coverage_80_q75,coverage_80_q95,coverage_90_mean,coverage_90_sd,coverage_90_q05,coverage_90_q25,coverage_90_median,coverage_90_q75,coverage_90_q95,coverage_95_mean,coverage_95_sd,coverage_95_q05,coverage_95_q25,coverage_95_median,coverage_95_q75,coverage_95_q95
gaussian_npe,100,100,N=n,g,101,0.5619801980198019,0.4682286189501453,0.0,0.0,0.96,1.0,1.0,0.9614851485148517,0.18489124445799948,0.96,1.0,1.0,1.0,1.0,0.9861386138613861,0.10679859827759634,1.0,1.0,1.0,1.0,1.0
gaussian_npe,100,100,N=n,k,101,0.8399009900990099,0.3322273169066775,0.0,0.95,1.0,1.0,1.0,0.8975247524752474,0.275301311077859,0.02,1.0,1.0,1.0,1.0,0.9578217821782178,0.1593022533449922,0.66,1.0,1.0,1.0,1.0
gaussian_npe,100,460,N=n log(n),A,101,0.956930693069307,0.07516305707270594,0.84,0.94,0.99,1.0,1.0,0.986039603960396,0.034031726606823576,0.92,0.99,1.0,1.0,1.0,0.9956435643564356,0.011350404537650493,0.97,1.0,1.0,1.0,1.0
gaussian_npe,100,460,N=n log(n),B,101,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
gaussian_npe,100,460,N=n log(n),g,101,0.3006930693069307,0.41608234143193956,0.0,0.0,0.0,0.75,1.0,0.9450495049504951,0.21204539024641042,0.56,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
gaussian_npe,100,460,N=n log(n),k,101,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
gaussian_npe,100,1000,N=n^(3/2),A,101,0.9548514851485149,0.04153586068413987,0.88,0.93,0.97,0.99,1.0,0.9878217821782178,0.017697681226422835,0.95,0.98,0.99,1.0,1.0,0.9962376237623762,0.009257589875179708,0.98,1.0,1.0,1.0,1.0
gaussian_npe,100,1000,N=n^(3/2),B,101,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
gaussian_npe,100,1000,N=n^(3/2),g,101,0.12485148514851485,0.27105576496870953,0.0,0.0,0.0,0.07,0.92,0.9956435643564356,0.030965007398163442,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
gaussian_npe,100,1000,N=n^(3/2),k,101,0.9943564356435645,0.056717119841969386,1.0,1.0,1.0,1.0,1.0,0.9949504950495051,0.05074689670070942,1.0,1.0,1.0,1.0,1.0,0.99990099009901,0.0009950371902099895,1.0,1.0,1.0,1.0,1.0
gaussian_npe,100,10000,N=n^2,A,101,0.8069306930693068,0.06995344986857226,0.71,0.77,0.81,0.85,0.91,0.8967326732673268,0.05623360046966741,0.81,0.87,0.9,0.93,0.97,0.9375247524752474,0.04398649657779212,0.88,0.92,0.94,0.96,0.99
gaussian_npe,100,10000,N=n^2,B,101,0.9203960396039603,0.054843792576356486,0.83,0.9,0.93,0.96,0.99,0.9825742574257423,0.024398912489967044,0.94,0.97,0.99,1.0,1.0,0.9975247524752474,0.006841920869764492,0.99,1.0,1.0,1.0,1.0
gaussian_npe,100,10000,N=n^2,g,101,0.7986138613861389,0.12530785851629814,0.57,0.73,0.81,0.9,0.96,0.9835643564356434,0.028092139769545558,0.94,0.98,1.0,1.0,1.0,0.9993069306930694,0.0029180218445290177,0.99,1.0,1.0,1.0,1.0
gaussian_npe,100,10000,N=n^2,k,101,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
gaussian_npe,500,500,N=n,A,101,0.96990099009901,0.08826658540472664,0.89,0.98,1.0,1.0,1.0,0.9893069306930693,0.04396037819997854,0.97,1.0,1.0,1.0,1.0,0.997128712871287,0.015642035268044013,0.99,1.0,1.0,1.0,1.0
