n,N,N_label,standard_paper_grid,seed_count,excluded_from_complete_delta_summary,exclusion_reason,scaled_budget_median,Delta_N_u_total_count,Delta_N_u_total_mean,Delta_N_u_total_sd,Delta_N_u_total_min,Delta_N_u_total_max,Delta_N_u_total_q05,Delta_N_u_total_q25,Delta_N_u_total_median,Delta_N_u_total_q75,Delta_N_u_total_q95,Delta_N_u_mean_term_count,Delta_N_u_mean_term_mean,Delta_N_u_mean_term_sd,Delta_N_u_mean_term_min,Delta_N_u_mean_term_max,Delta_N_u_mean_term_q05,Delta_N_u_mean_term_q25,Delta_N_u_mean_term_median,Delta_N_u_mean_term_q75,Delta_N_u_mean_term_q95,Delta_N_u_cov_term_count,Delta_N_u_cov_term_mean,Delta_N_u_cov_term_sd,Delta_N_u_cov_term_min,Delta_N_u_cov_term_max,Delta_N_u_cov_term_q05,Delta_N_u_cov_term_q25,Delta_N_u_cov_term_median,Delta_N_u_cov_term_q75,Delta_N_u_cov_term_q95,self_consistency_kl_u_count,self_consistency_kl_u_mean,self_consistency_kl_u_sd,self_consistency_kl_u_min,self_consistency_kl_u_max,self_consistency_kl_u_q05,self_consistency_kl_u_q25,self_consistency_kl_u_median,self_consistency_kl_u_q75,self_consistency_kl_u_q95
1000,31623,other,0,1,1,legacy_one_row_or_incomplete,0.2613471074380165,1,5.0955341880117695,0.0,5.0955341880117695,5.0955341880117695,5.0955341880117695,5.0955341880117695,5.0955341880117695,5.0955341880117695,5.0955341880117695,1,0.980671251756333,0.0,0.980671251756333,0.980671251756333,0.980671251756333,0.980671251756333,0.980671251756333,0.980671251756333,0.980671251756333,1,4.114862936255436,0.0,4.114862936255436,4.114862936255436,4.114862936255436,4.114862936255436,4.114862936255436,4.114862936255436,4.114862936255436,1,0.0811736715799662,0.0,0.0811736715799662,0.0811736715799662,0.0811736715799662,0.0811736715799662,0.0811736715799662,0.0811736715799662,0.0811736715799662
