method,n,N,N_label,param,seed_count,replicate_count_total,seed_mean_bias_mean,seed_mean_bias_sd,seed_mean_abs_bias_mean,seed_mean_bias_rmse,replicate_mean_abs_bias_mean,seed_mean_bias_q05,seed_mean_bias_q25,seed_mean_bias_median,seed_mean_bias_q75,seed_mean_bias_q95
flow_npe,5000,25000000,N=n^2,k,91,9100,nan,nan,nan,nan,nan,-0.06211836574971676,-0.027172889411449432,-0.0018157447874546052,0.02748525783419609,0.08293032293021677
gaussian_npe,100,100,N=n,A,101,10100,0.500728146180068,0.5235999032621189,0.5465129384664026,0.7226140814636136,0.5561752642499339,-0.15342883825302123,0.12507163524627685,0.3224866628646851,0.8112994599342346,1.4214030599594116
gaussian_npe,100,100,N=n,B,101,10100,2.6891455974437224,1.038665976182248,2.6891455974437224,2.880911244516957,2.6891455974437224,0.7656705403327941,1.8525244498252869,2.8373202872276306,3.5732159423828125,3.9198883819580077
gaussian_npe,100,100,N=n,g,101,10100,3.1699631683661207,0.572303071879275,3.1699631683661207,3.2207071297483854,3.1699631683661207,2.310783715248108,2.842191948890686,3.1742376708984374,3.466815128326416,4.177406167984008
gaussian_npe,100,100,N=n,k,101,10100,3.3481315324566148,0.6972844405111888,3.3481315324566148,3.41926548148384,3.3481315324566148,2.1523396277427675,2.7033014726638793,3.4434245729446413,3.895493335723877,4.332746515274048
gaussian_npe,100,460,N=n log(n),A,101,10100,0.18565551188912718,0.18204143916941998,0.20985682669252445,0.25938185154617205,0.22086572375628027,-0.07248707294464111,0.09546591281890869,0.18592487335205077,0.2380519151687622,0.4197546172142029
gaussian_npe,100,460,N=n log(n),B,101,10100,1.5338433526412092,0.8830061485058608,1.5338433526412092,1.7676695076183107,1.5338645633258439,0.49256571412086486,0.8948975419998169,1.3024883460998535,2.0673177909851073,3.3176990604400634
gaussian_npe,100,460,N=n log(n),g,101,10100,3.543479806975563,0.37144585588454376,3.543479806975563,3.56270334249924,3.543479806975563,2.9986078691482545,3.2543817472457888,3.5372187900543213,3.751847562789917,4.198183641433716
gaussian_npe,100,460,N=n log(n),k,101,10100,2.9249491016227416,0.45807415332462814,2.9249491016227416,2.960250265292941,2.9249491016227416,2.2905757451057434,2.584894802570343,2.8968378925323486,3.215220875740051,3.7045281648635866
gaussian_npe,100,1000,N=n^(3/2),A,101,10100,0.14886046220760538,0.15901737541428104,0.15524640989775704,0.2172454861484495,0.17536959671738125,-0.012835707664489746,0.06650692462921143,0.1262760019302368,0.17359824180603028,0.47345102071762085
gaussian_npe,100,1000,N=n^(3/2),B,101,10100,0.9235992880209837,0.7163478332374056,0.9235992880209837,1.1666658168401478,0.925455557798395,0.23192168414592743,0.4494123160839081,0.7353245902061463,1.0936238038539887,2.2571990036964418
gaussian_npe,100,1000,N=n^(3/2),g,101,10100,3.619687629454206,0.29678439064765416,3.619687629454206,3.631714116020032,3.619687629454206,3.0572812700271608,3.4441321182250975,3.647992506027222,3.840610122680664,4.038960919380188
gaussian_npe,100,1000,N=n^(3/2),k,101,10100,2.82250717977486,0.3627764093316919,2.82250717977486,2.8454965236642247,2.82250717977486,2.3622728514671327,2.573197908401489,2.789924347400665,3.0222859597206115,3.4998438024520873
