freq_err_nuts_A,nuts_covers95_A,sigma_nuts_A,freq_err_nuts_B,nuts_covers95_B,sigma_nuts_B,freq_err_nuts_g,nuts_covers95_g,sigma_nuts_g,freq_err_nuts_k,nuts_covers95_k,sigma_nuts_k,sigma_ratio_A_flow,centre_dev_A_flow,freq_err_A_flow,pit_A_flow,sigma_ratio_B_flow,centre_dev_B_flow,freq_err_B_flow,pit_B_flow,sigma_ratio_g_flow,centre_dev_g_flow,freq_err_g_flow,pit_g_flow,sigma_ratio_k_flow,centre_dev_k_flow,freq_err_k_flow,pit_k_flow,sigma_ratio_A_gnpe,centre_dev_A_gnpe,freq_err_A_gnpe,pit_A_gnpe,sigma_ratio_B_gnpe,centre_dev_B_gnpe,freq_err_B_gnpe,pit_B_gnpe,sigma_ratio_g_gnpe,centre_dev_g_gnpe,freq_err_g_gnpe,pit_g_gnpe,sigma_ratio_k_gnpe,centre_dev_k_gnpe,freq_err_k_gnpe,pit_k_gnpe,seed
1.6243380395411413,1,0.0407492034137249,0.8355969997607811,1,0.08275345712900162,0.017891421436159308,1,0.15111525356769562,0.27010321393486675,1,0.0793769508600235,2.145472,-0.63967055,0.9846675024278855,0.1701,1.6962807,0.44837964,1.2839766269520043,0.1518,2.1619527,-0.3547771,-0.3368856837369799,0.6001,3.0107245,-1.2130747,-0.9429714897810113,0.6658,1.1195163,-0.13230588,1.4920321567859522,0.0898,1.3141526,-0.18873031,0.6468666868161564,0.3198,1.9706136,1.4948851,1.5127764805905588,0.2253,3.4570858,2.1385815,2.408684830962566,0.2592,20
0.5308649586665058,1,0.03981974348425865,0.49707336150969195,1,0.07254457473754883,-1.3347947898726504,1,0.14564113318920135,-1.0837571614560098,1,0.07515129446983337,1.0587177,0.20157936,0.7324443160469831,0.2488,1.4617274,-0.204071,0.2930023597152566,0.4336,2.1078808,1.0761083,-0.25868640185491615,0.5711,3.33161,1.3686918,0.28493464025072385,0.4833,1.094958,-0.2769553,0.25390963876893985,0.411,1.3796043,0.66472816,1.161801534143568,0.2036,1.8630657,0.24559264,-1.0892021546150217,0.7395,3.8833158,-0.5838359,-1.6675930409305937,0.7633,21
-0.16916393797139712,1,0.03700222074985504,-0.1757804773629739,1,0.08222963660955429,1.7490950552361877,1,0.17129559814929962,1.754825044178227,1,0.07566825300455093,1.2865181,-0.30222574,-0.4713896754037268,0.7078,1.042763,-0.80585283,-0.9816333270663492,0.8347,2.2302892,-3.300361,-1.5512658787783309,0.7887,3.72117,-2.4014723,-0.6466473434822555,0.6092,1.0382513,-0.13134143,-0.300505360673041,0.6163,1.1086929,0.21833098,0.04255049641309543,0.5005,1.794575,0.89875674,2.6478518071449644,0.0639,3.5591836,0.9971913,2.752016365464388,0.2325,22
-0.820116497830829,1,0.03884798660874367,0.45607172207722085,1,0.08276345580816269,0.7812268916977917,1,0.14869610965251923,0.17177326377080862,1,0.0718611478805542,0.87682575,0.9417746,0.1216580807939873,0.4517,0.85880387,-2.8320308,-2.375958999391717,0.9968,1.9294697,-5.019476,-4.23824884427799,0.9797,3.8468547,4.0502677,4.222040758773422,0.1331,1.0809045,0.090560794,-0.7295557027848684,0.7516,1.3112159,-0.2999711,0.15610061032614914,0.4664,2.59391,1.7630368,2.5442637696795427,0.1639,4.1278744,-0.48071674,-0.30894345694781983,0.6391,23
-0.7554264569828465,1,0.03863135725259781,0.2747532378704743,1,0.07651302218437195,0.8338089839831392,1,0.18273594975471497,-0.13064241435133392,1,0.07076095789670944,2.371328,1.9045908,1.149164331892707,0.1364,1.5120367,1.3704959,1.645249130329277,0.1339,2.1512156,0.45200986,1.2858188261108314,0.2729,3.2596834,0.42448276,0.2938403506231985,0.4871,1.031129,-0.119717345,-0.8751438038824589,0.8014,1.2769282,0.38357514,0.6583283703708609,0.3156,2.126827,0.8500423,1.6838512486379984,0.221,4.1178994,-2.5662467,-2.696889193066505,0.8358,24
-2.2633263949003157,0,0.03200500085949898,-2.0789899479858702,1,0.07087158411741257,1.7336272873759007,1,0.2024306356906891,2.185106820503461,0,0.08054324239492416,2.8095157,3.3204582,1.057131786112821,0.2441,1.5740542,4.3709226,2.2919328110789663,0.0643,1.5302948,0.29954457,2.0331718549064437,0.0573,2.5168872,-4.096749,-1.9116421134561004,0.8043,1.1409181,-0.6203874,-2.883713794817697,0.9943,1.2980131,-0.02370592,-2.1026958682528782,0.9407,1.3739914,-0.1421603,1.5914669901633358,0.124,4.0567493,1.1886688,3.3737756965998544,0.1968,25
0.35422246248739514,1,0.038479745388031006,0.15964934765546235,1,0.07220162451267242,-0.8734994850950273,1,0.14424960315227509,-0.5977266487624792,1,0.07286544889211655,1.043402,0.7249819,1.0792043780582823,0.1487,1.3743104,0.8628577,1.0225070577700068,0.2294,2.1565135,3.9212742,3.0477746487835713,0.0695,3.4338143,5.528083,4.930356391493312,0.0743,1.0464988,0.07150126,0.4257237256867049,0.3459,1.1917776,0.90761304,1.0672623694913639,0.1893,2.3149717,-0.3208065,-1.1943059949731556,0.7181,4.3454657,-2.8948371,-3.492563831598386,0.8727,26
-0.39633111499819007,1,0.036791060119867325,-0.36044625425775656,1,0.07563874125480652,0.9220342753988936,1,0.1907474249601364,1.3754675532685658,1,0.07512078434228897,2.3646598,0.39268267,-0.0036484314286365214,0.5309,1.7965171,0.49777249,0.13732621753614538,0.472,1.7617337,-0.08599433,0.8360399389321469,0.3156,4.49801,-0.011958097,1.3635094565943249,0.3542,1.1366063,-0.013867928,-0.41019904263101803,0.6401,1.2077296,0.54923475,0.18878848233757484,0.4543,1.4781857,0.12746161,1.0494958808572217,0.2414,3.652947,-3.0328608,-1.657393309880912,0.7712,27
1.5775503969745297,1,0.04025495424866676,0.9156347278234812,1,0.07881393283605576,-1.3096713493170684,1,0.13044077157974243,-0.05511441112360781,1,0.0748567283153534,1.9306728,-1.3697342,0.20781618709187064,0.422,1.3546013,-3.0992749,-2.183640037219848,0.9604,2.6873226,1.3529115,0.04324007177738592,0.5045,4.0143642,6.0134687,5.958354550069174,0.0559,1.0470161,0.00031982656,1.5778702235278517,0.0632,1.4158255,0.31262404,1.2282587620779928,0.1964,2.470351,-0.28524885,-1.5949202008926022,0.7558,4.2319393,-0.28160125,-0.33671566919807705,0.6502,28
0.09557743335913453,1,0.035975780338048935,-0.41597295863111755,1,0.06863003969192505,-1.889802884332549,1,0.12474667280912399,-1.3513258513418036,1,0.07216044515371323,0.9919061,-0.9855835,-0.8900060317846575,0.8218,1.3264068,-0.8573354,-1.2733083728714345,0.8377,2.6814513,4.5331645,2.6433613854925713,0.1343,3.3372078,4.513087,3.161760750488554,0.1664,1.0814052,-0.36584777,-0.27027034303510084,0.6004,1.2300755,-0.358735,-0.7747079478314187,0.7388,2.3916154,0.9907622,-0.8990407158959615,0.6667,4.3910227,1.182658,-0.16866787930588192,0.6254,29
