n,N,d_s,d_theta,d_total,seed,method,K_theta_oracle,K_u_oracle,coord_offset,Delta_u_total,Delta_u_mean,Delta_u_cov,Delta_theta_total,scaled_budget,nuts_cache_path,gaussian_npe_dir,posterior_samples_path,nuts_sample_count,gnpe_sample_count,oracle_fit_size,oracle_metric_size,self_consistency_kl_u,self_consistency_metric_size,K_theta_oracle_kl_jitter,K_u_oracle_kl_jitter,qhat_reconstruction,u_affine_note,existing_fresh_resample_diagnostic_source,theta_clip_count_gnpe,qhat_logdet_u,qhat_min_eig_u,oracle_min_eig_u,created_at_utc,commit,sigma_ratio_theta_A,sigma_ratio_theta_B,sigma_ratio_theta_g,sigma_ratio_theta_k,sigma_ratio_u_A,sigma_ratio_u_B,sigma_ratio_u_g,sigma_ratio_u_k
500,500,7,4,11,0,Gaussian-NPE,0.09425840410993866,0.08790829854565069,-0.006350105564287972,8.30942444512038,0.7993254876965084,7.510098957423871,8.303074339556092,0.008264462809917356,res/gnk/nuts_cache_v2_n_obs_500_seed_0.pkl,res/gnk/gaussian_npe_n_obs_500_n_sims_500_seed_0,res/gnk/gaussian_npe_n_obs_500_n_sims_500_seed_0/posterior_samples.pkl,10000,10000,5000,2000,-0.14663316108730273,2000,0.0,0.0,sample_moments_of_saved_Gaussian_NPE_samples_in_logit_theta_over_10_coordinate,reported KL/decomposition terms are invariant to common diagonal affine standardisation by mu_eta/sigma_eta,not_found_as_machine_readable_cache; recomputed_self_consistency_kl_u_here,0,-2.900560269268898,0.01063902957425843,0.00010510533507679855,2026-04-25T00:48:07.963162+00:00,4df05eb,5.850448661671698,7.258135740001251,12.731865316510287,24.71133371035279,5.834289478961132,6.7422838676970285,13.762714612243657,9.436453334494065
500,500,7,4,11,1,Gaussian-NPE,0.13018985526584267,0.08251644251187222,-0.047673412753970454,12.15136632185545,1.7297338083620848,10.421632513493366,12.103692909101479,0.008264462809917356,res/gnk/nuts_cache_v2_n_obs_500_seed_1.pkl,res/gnk/gaussian_npe_n_obs_500_n_sims_500_seed_1,res/gnk/gaussian_npe_n_obs_500_n_sims_500_seed_1/posterior_samples.pkl,10000,10000,5000,2000,0.035440528506580415,2000,0.0,0.0,sample_moments_of_saved_Gaussian_NPE_samples_in_logit_theta_over_10_coordinate,reported KL/decomposition terms are invariant to common diagonal affine standardisation by mu_eta/sigma_eta,not_found_as_machine_readable_cache; recomputed_self_consistency_kl_u_here,0,2.862118535892424,0.924351179823126,9.222224476636391e-05,2026-04-25T00:48:07.963162+00:00,4df05eb,38.70707139566025,22.886700989076644,15.011563912109132,24.901394513461426,43.7985056450593,12.737882739740648,14.982121587254369,7.715217176704194
