method,t1,t2
flow-NPE,0.5960439443588257,0.15060877799987793
flow-NPE,0.6588144302368164,0.10831379890441895
flow-NPE,0.5821559429168701,0.09941744804382324
flow-NPE,0.6617004871368408,-0.03717225790023804
flow-NPE,0.6520624160766602,0.10848236083984375
flow-NPE,0.5593512058258057,0.0536651611328125
flow-NPE,0.6198415756225586,0.15320658683776855
flow-NPE,0.640927791595459,0.14436876773834229
flow-NPE,0.6025756597518921,0.1951313018798828
flow-NPE,0.5145747661590576,0.1504955291748047
flow-NPE,0.6060777902603149,0.2511829137802124
flow-NPE,0.6105295419692993,0.12175595760345459
flow-NPE,0.6645690202713013,0.14641129970550537
flow-NPE,0.6536520719528198,0.03180515766143799
flow-NPE,0.6601057052612305,0.07956862449645996
flow-NPE,0.5891879796981812,0.1452397108078003
flow-NPE,0.559674859046936,0.2302560806274414
flow-NPE,0.6456414461135864,0.042836666107177734
flow-NPE,0.580376148223877,0.11164772510528564
flow-NPE,0.5664077997207642,0.2202606201171875
flow-NPE,0.5983574390411377,0.1325618028640747
flow-NPE,0.6463179588317871,0.09548544883728027
flow-NPE,0.6422309875488281,0.10332095623016357
flow-NPE,0.6821645498275757,0.07227098941802979
flow-NPE,0.6359641551971436,0.11333870887756348
flow-NPE,0.6076831817626953,0.028029441833496094
flow-NPE,0.642864465713501,0.1968388557434082
flow-NPE,0.5580693483352661,0.13880157470703125
flow-NPE,0.6240890026092529,0.11252045631408691
flow-NPE,0.5954251289367676,0.09645438194274902
flow-NPE,0.6047669649124146,-0.001149296760559082
flow-NPE,0.6090199947357178,0.14674139022827148
flow-NPE,0.6197366714477539,0.06583511829376221
flow-NPE,0.5338296890258789,0.12535107135772705
flow-NPE,0.6264331340789795,0.11097371578216553
flow-NPE,0.6061868667602539,0.1843886375427246
flow-NPE,0.6064867973327637,0.0639946460723877
flow-NPE,0.6247333288192749,0.19571316242218018
flow-NPE,0.5827504396438599,0.20218658447265625
flow-NPE,0.5992293357849121,0.15561318397521973
flow-NPE,0.6936479806900024,0.03905177116394043
flow-NPE,0.6639114618301392,0.06140172481536865
flow-NPE,0.659093976020813,0.023799896240234375
flow-NPE,0.6373293399810791,0.084084153175354
flow-NPE,0.6284711360931396,-0.009736180305480957
flow-NPE,0.5801823139190674,0.08249115943908691
flow-NPE,0.6567623615264893,0.1060265302658081
flow-NPE,0.5498970746994019,0.08205461502075195
flow-NPE,0.5917619466781616,0.1191709041595459
flow-NPE,0.5915548801422119,0.09588146209716797
flow-NPE,0.689029335975647,0.14190340042114258
flow-NPE,0.5941931009292603,0.012346029281616211
flow-NPE,0.6188726425170898,0.19245707988739014
flow-NPE,0.645978569984436,0.05188298225402832
flow-NPE,0.6393730640411377,0.16393065452575684
