method,t1,t2
flow-NPE,0.5917164087295532,0.11688768863677979
flow-NPE,0.5989645719528198,0.046158790588378906
flow-NPE,0.6013785600662231,0.2094193696975708
flow-NPE,0.6175953149795532,0.14684689044952393
flow-NPE,0.5957438945770264,0.05927884578704834
flow-NPE,0.6760693788528442,0.08755683898925781
flow-NPE,0.7279131412506104,0.05568742752075195
flow-NPE,0.6005431413650513,0.11486685276031494
flow-NPE,0.6411952972412109,0.15066111087799072
flow-NPE,0.6278965473175049,0.1372377872467041
flow-NPE,0.6634165048599243,0.010609030723571777
flow-NPE,0.6121702194213867,0.10293412208557129
flow-NPE,0.579395055770874,0.06295144557952881
flow-NPE,0.5557276010513306,0.09664082527160645
flow-NPE,0.6083316802978516,0.11784863471984863
flow-NPE,0.5933204889297485,0.1659759283065796
flow-NPE,0.6474308967590332,0.034784555435180664
flow-NPE,0.5831376314163208,0.18093538284301758
flow-NPE,0.63660728931427,0.231969952583313
flow-NPE,0.6301674842834473,0.04227030277252197
flow-NPE,0.6129292249679565,0.12628543376922607
flow-NPE,0.5800626277923584,0.08528411388397217
flow-NPE,0.6571438312530518,0.11442828178405762
flow-NPE,0.5754508972167969,0.15620112419128418
flow-NPE,0.6289252042770386,0.1168060302734375
flow-NPE,0.613753080368042,0.22509467601776123
flow-NPE,0.6403028964996338,0.14853239059448242
flow-NPE,0.6240679025650024,0.11741316318511963
flow-NPE,0.653411865234375,0.21778833866119385
flow-NPE,0.5858697891235352,0.1601930856704712
flow-NPE,0.5888681411743164,0.15006256103515625
flow-NPE,0.6374673843383789,0.04689478874206543
flow-NPE,0.5705095529556274,0.12115943431854248
flow-NPE,0.6129039525985718,0.010395646095275879
flow-NPE,0.6396056413650513,0.16945230960845947
flow-NPE,0.5806628465652466,0.07937049865722656
flow-NPE,0.5496066808700562,0.05583786964416504
flow-NPE,0.7023491859436035,0.07550036907196045
flow-NPE,0.6344408988952637,0.11984193325042725
flow-NPE,0.6763887405395508,0.1569727659225464
flow-NPE,0.6046578884124756,0.07705771923065186
flow-NPE,0.6349642276763916,0.0617985725402832
flow-NPE,0.6379432678222656,0.07704854011535645
flow-NPE,0.6662381887435913,0.14043569564819336
flow-NPE,0.6251055002212524,0.09264647960662842
flow-NPE,0.6210978031158447,0.1097877025604248
flow-NPE,0.6190422773361206,0.11738765239715576
flow-NPE,0.6818891763687134,0.07230985164642334
flow-NPE,0.6012786626815796,0.12082159519195557
flow-NPE,0.5988783836364746,0.11613261699676514
flow-NPE,0.5963122844696045,0.03955841064453125
flow-NPE,0.6036869287490845,0.14045202732086182
flow-NPE,0.6452202796936035,0.08874523639678955
flow-NPE,0.5825033187866211,0.06860709190368652
flow-NPE,0.6197800636291504,0.1584872007369995
flow-NPE,0.620391845703125,0.1172640323638916
flow-NPE,0.6582217216491699,0.12302148342132568
flow-NPE,0.585498571395874,0.09830522537231445
flow-NPE,0.6342799663543701,0.11087965965270996
flow-NPE,0.5820150375366211,-0.001628577709197998
flow-NPE,0.5462727546691895,0.10723114013671875
flow-NPE,0.648709774017334,0.10011887550354004
flow-NPE,0.7154327630996704,0.25689852237701416
flow-NPE,0.6359677314758301,0.08489644527435303
flow-NPE,0.6464407444000244,0.1576153039932251
flow-NPE,0.5197237730026245,0.041492462158203125
flow-NPE,0.4986764192581177,0.10306203365325928
flow-NPE,0.5531867742538452,0.08427786827087402
flow-NPE,0.6268938779830933,0.017312169075012207
flow-NPE,0.660621166229248,-0.03325420618057251
flow-NPE,0.564446210861206,0.11970114707946777
flow-NPE,0.6253089904785156,0.034079551696777344
flow-NPE,0.6280426979064941,0.1623678207397461
flow-NPE,0.5497604608535767,0.08878087997436523
flow-NPE,0.6210254430770874,0.11717450618743896
flow-NPE,0.6163421869277954,0.16967415809631348
flow-NPE,0.6115514039993286,0.07245981693267822
flow-NPE,0.6133919954299927,0.07482051849365234
flow-NPE,0.6942129135131836,0.08291995525360107
flow-NPE,0.5909371376037598,0.15861260890960693
flow-NPE,0.5958082675933838,0.021936535835266113
flow-NPE,0.6798309087753296,0.23463118076324463
flow-NPE,0.6106951236724854,0.1326833963394165
flow-NPE,0.6560382843017578,0.05757451057434082
flow-NPE,0.6377848386764526,0.05638277530670166
flow-NPE,0.6054915189743042,0.05845379829406738
flow-NPE,0.5544822216033936,0.07251358032226562
flow-NPE,0.5870264768600464,0.10039770603179932
flow-NPE,0.6230806112289429,0.11891734600067139
flow-NPE,0.5712589025497437,0.058531999588012695
flow-NPE,0.5812183618545532,0.05223095417022705
flow-NPE,0.6594638824462891,0.04619956016540527
flow-NPE,0.53727126121521,0.15600991249084473
flow-NPE,0.6162229776382446,0.14178109169006348
flow-NPE,0.6560730934143066,0.09292936325073242
flow-NPE,0.5803732872009277,0.0871349573135376
flow-NPE,0.6081862449645996,0.13492166996002197
flow-NPE,0.5976523160934448,0.19377291202545166
flow-NPE,0.5936404466629028,0.10746347904205322
flow-NPE,0.5939714908599854,0.15751588344573975
flow-NPE,0.59200119972229,0.11080610752105713
flow-NPE,0.6495747566223145,0.05204117298126221
flow-NPE,0.6274738311767578,0.15375041961669922
flow-NPE,0.6702194213867188,0.16195189952850342
flow-NPE,0.6168019771575928,0.11045825481414795
flow-NPE,0.5741240978240967,0.19770383834838867
flow-NPE,0.5804895162582397,0.10828328132629395
flow-NPE,0.5655019283294678,0.03481614589691162
flow-NPE,0.6395798921585083,-0.008315682411193848
flow-NPE,0.6271113157272339,0.031621456146240234
flow-NPE,0.707947850227356,0.00043320655822753906
flow-NPE,0.5721893310546875,0.05844402313232422
flow-NPE,0.6320420503616333,0.10380566120147705
flow-NPE,0.6844438314437866,0.10533773899078369
flow-NPE,0.6759258508682251,0.14854204654693604
flow-NPE,0.6506023406982422,0.10254168510437012
flow-NPE,0.6009615659713745,0.14805543422698975
flow-NPE,0.6163899898529053,0.13596975803375244
flow-NPE,0.6745576858520508,0.0920097827911377
flow-NPE,0.6142008304595947,0.17182564735412598
flow-NPE,0.6693974733352661,0.05186772346496582
flow-NPE,0.6605179309844971,0.11290442943572998
flow-NPE,0.6216553449630737,0.0349045991897583
flow-NPE,0.5910059213638306,0.047621965408325195
flow-NPE,0.6801314353942871,0.04702448844909668
flow-NPE,0.5846735239028931,0.12058436870574951
flow-NPE,0.5116007328033447,0.08561456203460693
flow-NPE,0.6698317527770996,0.018889904022216797
flow-NPE,0.6515096426010132,0.13536560535430908
flow-NPE,0.651522159576416,-0.0011647343635559082
flow-NPE,0.6034970283508301,0.15486741065979004
flow-NPE,0.6050060987472534,0.12990760803222656
flow-NPE,0.6175768375396729,0.10692691802978516
flow-NPE,0.6272397041320801,0.18298161029815674
flow-NPE,0.6183425188064575,0.10620450973510742
flow-NPE,0.5363146066665649,0.1152564287185669
flow-NPE,0.6293020248413086,0.08996820449829102
flow-NPE,0.5558809041976929,0.14977800846099854
flow-NPE,0.5771598815917969,0.12357747554779053
flow-NPE,0.5638031959533691,0.18105459213256836
flow-NPE,0.6058261394500732,0.042809486389160156
flow-NPE,0.6280310153961182,0.06085789203643799
flow-NPE,0.5778346061706543,0.10101759433746338
flow-NPE,0.5785403251647949,0.12950611114501953
flow-NPE,0.6082736253738403,0.02486252784729004
flow-NPE,0.6280306577682495,0.10435807704925537
flow-NPE,0.5815246105194092,0.20115911960601807
flow-NPE,0.5851608514785767,0.0719442367553711
flow-NPE,0.6091353893280029,0.1200098991394043
flow-NPE,0.6246645450592041,0.12198138236999512
flow-NPE,0.510034441947937,0.1399022340774536
flow-NPE,0.6182324886322021,0.12796664237976074
flow-NPE,0.6173766851425171,0.08908140659332275
flow-NPE,0.5501011610031128,0.1533207893371582
flow-NPE,0.6268270015716553,0.09908759593963623
flow-NPE,0.6984961032867432,0.07774674892425537
flow-NPE,0.6382898092269897,0.1358320713043213
flow-NPE,0.5546832084655762,0.09141838550567627
flow-NPE,0.6260536909103394,0.038063645362854004
flow-NPE,0.5854203701019287,0.10812938213348389
flow-NPE,0.6563012599945068,0.04506409168243408
flow-NPE,0.679010272026062,0.05062747001647949
flow-NPE,0.6040019989013672,0.23800957202911377
flow-NPE,0.5842553377151489,0.09629058837890625
flow-NPE,0.5742154121398926,0.08061361312866211
flow-NPE,0.5951459407806396,0.09857034683227539
flow-NPE,0.6356329917907715,0.01404273509979248
flow-NPE,0.6185246706008911,0.11932432651519775
flow-NPE,0.742859959602356,0.05583369731903076
flow-NPE,0.6331984996795654,0.033870577812194824
flow-NPE,0.6256450414657593,-0.0060422420501708984
flow-NPE,0.6271870136260986,0.11821365356445312
flow-NPE,0.6044464111328125,0.10318303108215332
flow-NPE,0.6751726865768433,0.1704186201095581
flow-NPE,0.6521672010421753,0.2385091781616211
flow-NPE,0.6110559701919556,0.05393481254577637
flow-NPE,0.6253788471221924,0.03914058208465576
flow-NPE,0.646452784538269,0.14575982093811035
flow-NPE,0.6006665229797363,0.06347835063934326
flow-NPE,0.628575325012207,0.07176029682159424
flow-NPE,0.677915096282959,0.08438324928283691
flow-NPE,0.5962212085723877,0.09380841255187988
flow-NPE,0.6228889226913452,0.2506141662597656
flow-NPE,0.6457498073577881,0.010981202125549316
flow-NPE,0.6213362216949463,0.17176556587219238
flow-NPE,0.5745803117752075,0.07376980781555176
flow-NPE,0.6474066972732544,0.03034079074859619
flow-NPE,0.6192950010299683,0.09782254695892334
flow-NPE,0.5812414884567261,0.020020008087158203
flow-NPE,0.6214332580566406,0.09681737422943115
flow-NPE,0.6733603477478027,0.03178000450134277
flow-NPE,0.5747494697570801,0.10815191268920898
flow-NPE,0.6806139945983887,0.12969088554382324
flow-NPE,0.6685795783996582,0.1281975507736206
flow-NPE,0.6177797317504883,0.13207459449768066
flow-NPE,0.5899931192398071,0.14371144771575928
flow-NPE,0.5650036334991455,0.12350857257843018
flow-NPE,0.6681296825408936,0.07797074317932129
flow-NPE,0.6218814849853516,0.19226539134979248
flow-NPE,0.6297719478607178,0.06771135330200195
flow-NPE,0.6211163997650146,0.18813860416412354
flow-NPE,0.6339792013168335,0.10367560386657715
flow-NPE,0.5589712858200073,0.10220229625701904
flow-NPE,0.5872622728347778,0.11809408664703369
flow-NPE,0.6303602457046509,0.21998190879821777
flow-NPE,0.6154607534408569,0.08426964282989502
flow-NPE,0.6836436986923218,0.016808629035949707
flow-NPE,0.623384952545166,0.15032696723937988
flow-NPE,0.603141188621521,0.13270938396453857
flow-NPE,0.608688235282898,0.16978192329406738
flow-NPE,0.5917872190475464,0.11364352703094482
flow-NPE,0.6210863590240479,0.20121538639068604
flow-NPE,0.6017886400222778,0.06753373146057129
flow-NPE,0.5807245969772339,0.14650177955627441
flow-NPE,0.626392126083374,0.15234220027923584
flow-NPE,0.609528660774231,0.1745232343673706
flow-NPE,0.6687699556350708,0.14193499088287354
flow-NPE,0.5530835390090942,0.1796102523803711
flow-NPE,0.6381291151046753,0.1300215721130371
flow-NPE,0.5939031839370728,0.04811227321624756
flow-NPE,0.5712052583694458,0.103179931640625
flow-NPE,0.6178456544876099,0.12789344787597656
flow-NPE,0.629966139793396,0.02548229694366455
flow-NPE,0.6022310256958008,0.18635344505310059
flow-NPE,0.570899486541748,0.04283559322357178
flow-NPE,0.620512843132019,0.14790761470794678
flow-NPE,0.5771334171295166,0.1843048334121704
flow-NPE,0.6252589225769043,0.18438851833343506
flow-NPE,0.6446877717971802,0.056887030601501465
flow-NPE,0.730110764503479,-0.1341199278831482
flow-NPE,0.613585352897644,0.11304950714111328
flow-NPE,0.6171863079071045,0.13427865505218506
flow-NPE,0.621807336807251,0.15045809745788574
flow-NPE,0.6234138011932373,0.1682424545288086
flow-NPE,0.6708041429519653,0.04616069793701172
flow-NPE,0.6496647596359253,0.14369451999664307
flow-NPE,0.6557767391204834,0.16115248203277588
flow-NPE,0.6213287115097046,0.0845484733581543
flow-NPE,0.6022783517837524,0.12392807006835938
flow-NPE,0.659819483757019,0.09203207492828369
flow-NPE,0.6128900051116943,0.0356978178024292
flow-NPE,0.5962691307067871,0.10961997509002686
flow-NPE,0.6470553874969482,0.09576845169067383
flow-NPE,0.5956132411956787,0.09254038333892822
flow-NPE,0.616026759147644,0.16956424713134766
flow-NPE,0.5806379318237305,0.0918121337890625
flow-NPE,0.5839091539382935,0.10341954231262207
flow-NPE,0.5930200815200806,0.11069738864898682
flow-NPE,0.5935522317886353,0.1340024471282959
flow-NPE,0.679352879524231,0.0671154260635376
flow-NPE,0.5867193937301636,-0.014275312423706055
flow-NPE,0.5881651639938354,0.21389400959014893
flow-NPE,0.6011573076248169,0.17898738384246826
flow-NPE,0.5981929302215576,0.10511898994445801
flow-NPE,0.5929521322250366,0.1437532901763916
flow-NPE,0.6309921741485596,0.134529709815979
flow-NPE,0.6187390089035034,0.1718435287475586
flow-NPE,0.632003664970398,0.036072373390197754
flow-NPE,0.5783710479736328,0.25356531143188477
flow-NPE,0.6190429925918579,0.12757861614227295
flow-NPE,0.5588264465332031,0.15885531902313232
flow-NPE,0.6176236867904663,0.13307535648345947
flow-NPE,0.579206109046936,0.14961254596710205
flow-NPE,0.631807804107666,0.05457639694213867
flow-NPE,0.663367748260498,0.07902038097381592
flow-NPE,0.5618642568588257,0.06851327419281006
flow-NPE,0.586990237236023,0.12735390663146973
flow-NPE,0.612637996673584,0.13589036464691162
flow-NPE,0.6224983930587769,0.13645684719085693
flow-NPE,0.579923152923584,0.11110615730285645
flow-NPE,0.5865417718887329,0.07725751399993896
flow-NPE,0.655448317527771,0.1680384874343872
flow-NPE,0.6476919651031494,0.19536936283111572
flow-NPE,0.6210118532180786,0.10373890399932861
flow-NPE,0.572171688079834,0.07334399223327637
flow-NPE,0.6537532806396484,0.18231916427612305
flow-NPE,0.5460050106048584,0.1302884817123413
flow-NPE,0.6095412969589233,0.02035212516784668
flow-NPE,0.6259444952011108,0.03441178798675537
flow-NPE,0.6319248676300049,0.20530986785888672
flow-NPE,0.6342694759368896,0.1335899829864502
flow-NPE,0.6939914226531982,0.21032655239105225
flow-NPE,0.6161593198776245,0.07202422618865967
flow-NPE,0.5962902307510376,0.1426926851272583
flow-NPE,0.6227251291275024,0.1293621063232422
flow-NPE,0.6617786884307861,0.09483170509338379
flow-NPE,0.6191734075546265,0.1527951955795288
flow-NPE,0.6762515306472778,0.17535364627838135
flow-NPE,0.6187533140182495,0.1258702278137207
flow-NPE,0.6362965106964111,0.06682038307189941
flow-NPE,0.620675802230835,0.14551019668579102
flow-NPE,0.6871665716171265,0.2680666446685791
flow-NPE,0.6040008068084717,0.09460973739624023
flow-NPE,0.7068983316421509,0.05120646953582764
flow-NPE,0.6162512302398682,0.14471209049224854
flow-NPE,0.6481376886367798,0.1355440616607666
flow-NPE,0.6471896171569824,0.11046350002288818
flow-NPE,0.6356295347213745,0.10971152782440186
flow-NPE,0.5524897575378418,0.11691570281982422
flow-NPE,0.613762378692627,0.15864574909210205
flow-NPE,0.6024667024612427,0.14246845245361328
flow-NPE,0.6143698692321777,0.1879713535308838
flow-NPE,0.5775101184844971,0.10801362991333008
flow-NPE,0.6042327880859375,0.22968518733978271
flow-NPE,0.6289997100830078,0.12374842166900635
flow-NPE,0.6191270351409912,0.20470929145812988
flow-NPE,0.6491738557815552,0.04887056350708008
flow-NPE,0.6045678853988647,0.09024620056152344
flow-NPE,0.6112724542617798,0.11118662357330322
flow-NPE,0.6381272077560425,0.1239628791809082
flow-NPE,0.6190521717071533,0.16724324226379395
flow-NPE,0.6178617477416992,0.042768120765686035
flow-NPE,0.618653416633606,0.13738226890563965
flow-NPE,0.5951145887374878,0.06080293655395508
flow-NPE,0.5896878242492676,0.04884159564971924
flow-NPE,0.5835785865783691,0.08299005031585693
flow-NPE,0.6480287313461304,0.12498986721038818
flow-NPE,0.6477137804031372,0.09284329414367676
flow-NPE,0.6080226898193359,0.08051466941833496
flow-NPE,0.6810803413391113,0.07275259494781494
flow-NPE,0.5877044200897217,0.17198574542999268
flow-NPE,0.6235865354537964,0.1154407262802124
flow-NPE,0.5822439193725586,0.08367013931274414
flow-NPE,0.6408945322036743,0.051969051361083984
flow-NPE,0.6344345808029175,0.20778489112854004
flow-NPE,0.6346877813339233,0.16429293155670166
flow-NPE,0.6058385372161865,0.0868678092956543
flow-NPE,0.602192759513855,0.05049943923950195
flow-NPE,0.6719117164611816,0.09400951862335205
flow-NPE,0.5979580879211426,0.23613905906677246
flow-NPE,0.6092100143432617,0.141656756401062
flow-NPE,0.6365550756454468,0.11541497707366943
flow-NPE,0.6341053247451782,0.13676238059997559
flow-NPE,0.6014237403869629,0.12402462959289551
flow-NPE,0.6293017864227295,0.08195459842681885
flow-NPE,0.6072384119033813,0.059299468994140625
flow-NPE,0.6430807113647461,0.1448197364807129
flow-NPE,0.5604825019836426,0.10773897171020508
flow-NPE,0.6511952877044678,0.10711443424224854
flow-NPE,0.6388167142868042,0.07720351219177246
flow-NPE,0.599806547164917,0.09775269031524658
flow-NPE,0.5923417806625366,0.1610279083251953
flow-NPE,0.5934032201766968,0.23317217826843262
flow-NPE,0.6184232234954834,0.09010303020477295
flow-NPE,0.6208336353302002,0.18960368633270264
flow-NPE,0.599359393119812,0.17791259288787842
flow-NPE,0.6047683954238892,0.09955263137817383
flow-NPE,0.6557024717330933,0.11975729465484619
flow-NPE,0.706467866897583,0.031082630157470703
flow-NPE,0.5908204317092896,0.17218530178070068
flow-NPE,0.6086200475692749,0.19394981861114502
flow-NPE,0.6089955568313599,0.07720494270324707
flow-NPE,0.551662802696228,0.11329388618469238
flow-NPE,0.6534675359725952,0.14977657794952393
flow-NPE,0.6849889755249023,0.1853238344192505
flow-NPE,0.680457353591919,0.255190372467041
flow-NPE,0.6369292736053467,0.16421496868133545
flow-NPE,0.6541094779968262,0.18930542469024658
flow-NPE,0.6135954856872559,0.0691823959350586
flow-NPE,0.6327536106109619,0.12018585205078125
flow-NPE,0.578425407409668,0.10439813137054443
flow-NPE,0.6274247169494629,0.06486630439758301
flow-NPE,0.6164370775222778,-0.0025593042373657227
flow-NPE,0.6000813245773315,-0.010489583015441895
flow-NPE,0.5877773761749268,0.04667949676513672
flow-NPE,0.5850187540054321,0.08382809162139893
flow-NPE,0.5564459562301636,0.06385314464569092
flow-NPE,0.5621993541717529,0.0962822437286377
flow-NPE,0.6162577867507935,0.1331462860107422
flow-NPE,0.6748771667480469,0.047324299812316895
flow-NPE,0.5887408256530762,0.0676724910736084
flow-NPE,0.5922396183013916,0.11014091968536377
flow-NPE,0.6945368051528931,0.08030807971954346
flow-NPE,0.5923961400985718,0.08308279514312744
flow-NPE,0.6196373701095581,0.04463696479797363
flow-NPE,0.6010972261428833,0.06576800346374512
flow-NPE,0.5879510641098022,0.14656364917755127
flow-NPE,0.6203147172927856,0.14017939567565918
flow-NPE,0.6529690027236938,0.079764723777771
flow-NPE,0.6767418384552002,0.07218146324157715
flow-NPE,0.6086856126785278,0.1702861785888672
flow-NPE,0.628490686416626,0.07784068584442139
flow-NPE,0.5867092609405518,0.010715246200561523
flow-NPE,0.5933619737625122,0.0945885181427002
flow-NPE,0.659469723701477,0.1725248098373413
flow-NPE,0.529498815536499,0.06000518798828125
flow-NPE,0.6347023248672485,0.1343933343887329
flow-NPE,0.6583994626998901,0.0753854513168335
flow-NPE,0.6074291467666626,0.11747336387634277
flow-NPE,0.6443772315979004,0.03458821773529053
flow-NPE,0.6246908903121948,0.061528921127319336
flow-NPE,0.6364864110946655,0.07280635833740234
flow-NPE,0.6456166505813599,0.16039597988128662
flow-NPE,0.6774179935455322,0.14105963706970215
flow-NPE,0.6974676847457886,0.15827155113220215
flow-NPE,0.5888069868087769,0.04241180419921875
flow-NPE,0.5333828926086426,0.08573949337005615
flow-NPE,0.6032000780105591,0.1194922924041748
flow-NPE,0.6049420833587646,0.12816202640533447
flow-NPE,0.5924553871154785,0.03398466110229492
flow-NPE,0.5837129354476929,0.01475834846496582
flow-NPE,0.570755124092102,0.11491620540618896
flow-NPE,0.5589947700500488,0.15729987621307373
flow-NPE,0.648606538772583,0.07901322841644287
flow-NPE,0.626116156578064,0.11286962032318115
flow-NPE,0.6323487758636475,0.07087695598602295
flow-NPE,0.5911538600921631,0.13956749439239502
flow-NPE,0.6629514694213867,0.08183586597442627
flow-NPE,0.6506658792495728,0.10959625244140625
flow-NPE,0.5765812397003174,0.17990899085998535
flow-NPE,0.5890418291091919,0.07754814624786377
flow-NPE,0.5786967277526855,0.053547024726867676
flow-NPE,0.6206670999526978,0.18313121795654297
flow-NPE,0.6861451864242554,0.12080204486846924
flow-NPE,0.5917339324951172,0.10407817363739014
flow-NPE,0.6712554693222046,0.1771148443222046
flow-NPE,0.5935786962509155,0.1721811294555664
flow-NPE,0.5934369564056396,0.24266886711120605
flow-NPE,0.5857580900192261,0.019351482391357422
flow-NPE,0.5317990779876709,0.07617127895355225
flow-NPE,0.6128948926925659,0.1637115478515625
flow-NPE,0.6117695569992065,0.10958707332611084
flow-NPE,0.6209397315979004,0.07247769832611084
flow-NPE,0.6352972984313965,0.047881484031677246
flow-NPE,0.6225377321243286,0.1133037805557251
flow-NPE,0.6111235618591309,0.1530054807662964
flow-NPE,0.6144078969955444,0.0887155532836914
flow-NPE,0.6072978973388672,0.027605533599853516
flow-NPE,0.6082663536071777,0.13850831985473633
flow-NPE,0.6245485544204712,0.03866684436798096
flow-NPE,0.6092735528945923,0.21383953094482422
flow-NPE,0.6370965242385864,0.10902571678161621
flow-NPE,0.592840313911438,0.09431517124176025
flow-NPE,0.6750631332397461,0.06360948085784912
flow-NPE,0.560958743095398,0.12478554248809814
flow-NPE,0.6132248640060425,0.12081503868103027
flow-NPE,0.5878686904907227,0.07530629634857178
flow-NPE,0.5859531164169312,0.08351516723632812
flow-NPE,0.5984208583831787,0.04043006896972656
flow-NPE,0.6652446985244751,0.20100295543670654
flow-NPE,0.5965421199798584,0.023687362670898438
Gaussian-NPE,0.6313265562057495,0.18595504760742188
Gaussian-NPE,0.6030368804931641,0.06299817562103271
Gaussian-NPE,0.641834020614624,0.16838598251342773
Gaussian-NPE,0.6221178770065308,0.12667393684387207
Gaussian-NPE,0.6398510932922363,0.09283566474914551
Gaussian-NPE,0.6337966918945312,0.08455765247344971
Gaussian-NPE,0.6873174905776978,0.18162238597869873
Gaussian-NPE,0.5715478658676147,0.19627487659454346
Gaussian-NPE,0.6570312976837158,0.0694117546081543
Gaussian-NPE,0.6387951374053955,0.10617029666900635
Gaussian-NPE,0.5759303569793701,0.07297658920288086
Gaussian-NPE,0.5817594528198242,0.1507197618484497
Gaussian-NPE,0.6036624908447266,0.05637037754058838
Gaussian-NPE,0.55536949634552,0.10245132446289062
Gaussian-NPE,0.6374843120574951,0.19938111305236816
Gaussian-NPE,0.627841591835022,0.25309956073760986
Gaussian-NPE,0.6418980360031128,0.10252344608306885
Gaussian-NPE,0.6062482595443726,0.07645630836486816
Gaussian-NPE,0.6174063682556152,0.05976390838623047
Gaussian-NPE,0.5850857496261597,0.14326417446136475
Gaussian-NPE,0.6478229761123657,0.10620343685150146
Gaussian-NPE,0.6352354288101196,0.06993675231933594
Gaussian-NPE,0.6519560813903809,0.10921275615692139
Gaussian-NPE,0.6456378698348999,0.16665637493133545
Gaussian-NPE,0.6076208353042603,0.10175037384033203
Gaussian-NPE,0.6362005472183228,0.13703370094299316
Gaussian-NPE,0.6496237516403198,0.07541048526763916
Gaussian-NPE,0.6139224767684937,0.13011503219604492
Gaussian-NPE,0.6038130521774292,0.07886028289794922
Gaussian-NPE,0.6341679096221924,0.11741924285888672
Gaussian-NPE,0.641055703163147,0.07550609111785889
Gaussian-NPE,0.664456844329834,0.1566106081008911
Gaussian-NPE,0.529870867729187,0.1439424753189087
Gaussian-NPE,0.5965721607208252,0.12958037853240967
Gaussian-NPE,0.6482170820236206,0.14645683765411377
Gaussian-NPE,0.5648183822631836,0.161942720413208
Gaussian-NPE,0.6371493339538574,0.11517524719238281
Gaussian-NPE,0.6830528974533081,0.1835864782333374
Gaussian-NPE,0.6053842306137085,0.07816863059997559
Gaussian-NPE,0.6493028402328491,0.15305805206298828
Gaussian-NPE,0.6265814304351807,0.13207364082336426
Gaussian-NPE,0.5339809656143188,0.0532228946685791
Gaussian-NPE,0.6630752086639404,0.13694584369659424
Gaussian-NPE,0.5414772033691406,0.17728078365325928
Gaussian-NPE,0.5834476947784424,0.12274432182312012
Gaussian-NPE,0.6533145904541016,0.15306496620178223
Gaussian-NPE,0.6984919309616089,0.057088613510131836
Gaussian-NPE,0.627522349357605,0.10816788673400879
Gaussian-NPE,0.5814019441604614,0.17893481254577637
Gaussian-NPE,0.6389063596725464,0.07653939723968506
Gaussian-NPE,0.619826078414917,0.20020711421966553
Gaussian-NPE,0.6492255926132202,0.20098698139190674
Gaussian-NPE,0.6251213550567627,0.20141220092773438
Gaussian-NPE,0.6745929718017578,0.14850926399230957
Gaussian-NPE,0.5663434267044067,0.061278462409973145
Gaussian-NPE,0.5741651058197021,0.16922366619110107
Gaussian-NPE,0.6394181251525879,0.13010597229003906
Gaussian-NPE,0.6106942892074585,0.02420639991760254
Gaussian-NPE,0.6206365823745728,0.212249755859375
Gaussian-NPE,0.5926198959350586,0.12903153896331787
Gaussian-NPE,0.6303550004959106,0.1798797845840454
Gaussian-NPE,0.5915744304656982,0.0446854829788208
Gaussian-NPE,0.6243900060653687,0.21023786067962646
Gaussian-NPE,0.6530231237411499,0.1724705696105957
Gaussian-NPE,0.573886513710022,0.01300191879272461
Gaussian-NPE,0.6782240867614746,0.20173382759094238
Gaussian-NPE,0.6610437631607056,0.04741334915161133
Gaussian-NPE,0.5730229616165161,0.10962831974029541
Gaussian-NPE,0.665777325630188,0.21068263053894043
Gaussian-NPE,0.6612845659255981,0.08170318603515625
Gaussian-NPE,0.629747748374939,0.06193423271179199
Gaussian-NPE,0.6607156991958618,0.07740247249603271
Gaussian-NPE,0.6145741939544678,0.14386296272277832
Gaussian-NPE,0.6504780054092407,0.12229466438293457
Gaussian-NPE,0.6259922981262207,0.14856946468353271
Gaussian-NPE,0.627753734588623,0.2213057279586792
Gaussian-NPE,0.700287938117981,0.18966829776763916
Gaussian-NPE,0.6277191638946533,0.28754639625549316
Gaussian-NPE,0.5758060216903687,0.10876023769378662
Gaussian-NPE,0.634919285774231,0.14328908920288086
Gaussian-NPE,0.6464395523071289,0.1600414514541626
Gaussian-NPE,0.6737982034683228,0.15316426753997803
Gaussian-NPE,0.6199960708618164,0.07038021087646484
Gaussian-NPE,0.6071169376373291,0.10570418834686279
Gaussian-NPE,0.6561930179595947,0.13228631019592285
Gaussian-NPE,0.5417819023132324,0.09332072734832764
Gaussian-NPE,0.6085741519927979,0.030088305473327637
Gaussian-NPE,0.663271427154541,0.12331044673919678
Gaussian-NPE,0.6253842115402222,0.14539146423339844
Gaussian-NPE,0.6502695083618164,-0.018482983112335205
Gaussian-NPE,0.5439444780349731,0.18796956539154053
Gaussian-NPE,0.653204083442688,0.12623071670532227
Gaussian-NPE,0.6589415073394775,0.13617336750030518
Gaussian-NPE,0.6513051986694336,0.08612990379333496
Gaussian-NPE,0.5557301044464111,0.030492663383483887
Gaussian-NPE,0.6761250495910645,0.14770817756652832
Gaussian-NPE,0.6093918085098267,0.2531006336212158
Gaussian-NPE,0.6612973213195801,0.23548674583435059
Gaussian-NPE,0.6598608493804932,0.13230204582214355
Gaussian-NPE,0.6311227083206177,0.10746884346008301
Gaussian-NPE,0.6571477651596069,0.06758308410644531
Gaussian-NPE,0.60728919506073,0.10014355182647705
Gaussian-NPE,0.5888055562973022,0.12890183925628662
Gaussian-NPE,0.634541392326355,-0.01672351360321045
Gaussian-NPE,0.5981253385543823,0.07577085494995117
Gaussian-NPE,0.6138025522232056,0.18940627574920654
Gaussian-NPE,0.589368462562561,0.060494184494018555
Gaussian-NPE,0.5850679874420166,0.24416720867156982
