method,standardisation,seed,n_obs,N_sims,theta_kl,status
gaussian_npe,standard_zscore_baseline,32,1000,1000000,2.0345212426169508,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,33,1000,1000000,1.8487288365303376,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,34,1000,1000000,2.037706110406698,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,35,1000,1000000,2.884533852515963,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,36,1000,1000000,1.9341235123426779,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,37,1000,1000000,3.056452204873405,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,38,1000,1000000,2.363766710495028,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,39,1000,1000000,2.081571539961157,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,40,1000,1000000,2.200980303316266,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,41,1000,1000000,2.383379090206671,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,42,1000,1000000,2.079213414368661,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,43,1000,1000000,2.3075154243753695,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,44,1000,1000000,2.2397274904451994,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,45,1000,1000000,1.8972089348030887,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,46,1000,1000000,1.9895451654662022,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,47,1000,1000000,2.5118185780294504,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,48,1000,1000000,2.2480249733894277,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,49,1000,1000000,2.435089342650346,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,50,1000,1000000,3.2243515274648233,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,51,1000,1000000,2.891684132712361,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,52,1000,1000000,2.037829348470008,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,53,1000,1000000,3.592328298818525,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,54,1000,1000000,1.880195389184255,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,55,1000,1000000,2.39270686675146,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,56,1000,1000000,1.9897163776543867,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,57,1000,1000000,4.085511773250622,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,58,1000,1000000,2.006445747423485,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,59,1000,1000000,2.5416245424825155,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,60,1000,1000000,3.2637004784494565,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,61,1000,1000000,1.9995141337767721,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,62,1000,1000000,2.593348066107167,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,63,1000,1000000,1.8933830375560055,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,64,1000,1000000,1.9787279304436085,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,65,1000,1000000,4.370920052596486,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,66,1000,1000000,3.0351675799890527,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,67,1000,1000000,3.086275554229056,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,68,1000,1000000,2.711078278579421,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,69,1000,1000000,2.6843446794283974,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,70,1000,1000000,2.7206012693391513,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,71,1000,1000000,1.8001955911111227,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,72,1000,1000000,3.290743436796281,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,73,1000,1000000,2.2826815865443564,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,74,1000,1000000,3.113243256556186,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,75,1000,1000000,2.8295891317715096,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,76,1000,1000000,2.6638153229802084,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,77,1000,1000000,2.5083545408810224,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,78,1000,1000000,3.0890139136225723,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,79,1000,1000000,3.0417505802238365,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,80,1000,1000000,2.8715913093607472,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,81,1000,1000000,2.0900178347801885,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,82,1000,1000000,2.4585318761749293,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,83,1000,1000000,2.073594245191749,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,84,1000,1000000,2.576010280291179,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,85,1000,1000000,2.0546766097240576,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,86,1000,1000000,2.3835286335233272,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,87,1000,1000000,3.4811081652598266,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,88,1000,1000000,2.657120002146288,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,89,1000,1000000,2.5792589845479594,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,90,1000,1000000,2.4505247839272903,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,91,1000,1000000,2.398782716927415,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,92,1000,1000000,2.687967365114469,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,93,1000,1000000,2.5740457899956053,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,94,1000,1000000,2.1919947208333834,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,95,1000,1000000,1.925674198733454,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,96,1000,1000000,2.1505545160453865,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,97,1000,1000000,2.0432273141367148,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,98,1000,1000000,3.312380475262718,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,99,1000,1000000,2.9341175103686172,baseline_from_v3_csv
gaussian_npe,standard_zscore_baseline,100,1000,1000000,3.6588154567814053,baseline_from_v3_csv
