method,standardisation,seed,n_obs,N_sims,theta_kl,status
gaussian_npe,robust_asinh_median_iqr,18,1000,6907,5.28130760519,finite_metric
gaussian_npe,robust_asinh_median_iqr,19,1000,6907,5.10290221884,finite_metric
gaussian_npe,robust_asinh_median_iqr,20,1000,6907,4.79584658796,finite_metric
gaussian_npe,robust_asinh_median_iqr,21,1000,6907,4.34959621732,finite_metric
gaussian_npe,robust_asinh_median_iqr,22,1000,6907,4.68774429031,finite_metric
gaussian_npe,robust_asinh_median_iqr,23,1000,6907,4.32219519452,finite_metric
gaussian_npe,robust_asinh_median_iqr,24,1000,6907,5.00458595826,finite_metric
gaussian_npe,robust_asinh_median_iqr,0,1000,31623,4.17545510764,finite_metric
gaussian_npe,robust_asinh_median_iqr,1,1000,31623,3.31246723986,finite_metric
gaussian_npe,robust_asinh_median_iqr,2,1000,31623,2.61100439779,finite_metric
gaussian_npe,robust_asinh_median_iqr,3,1000,31623,3.0488993034,finite_metric
gaussian_npe,robust_asinh_median_iqr,4,1000,31623,3.57347582598,finite_metric
gaussian_npe,robust_asinh_median_iqr,5,1000,31623,4.75827096104,finite_metric
gaussian_npe,robust_asinh_median_iqr,6,1000,31623,3.29425327489,finite_metric
gaussian_npe,robust_asinh_median_iqr,7,1000,31623,3.41935078662,finite_metric
gaussian_npe,robust_asinh_median_iqr,8,1000,31623,3.76842368111,finite_metric
gaussian_npe,robust_asinh_median_iqr,9,1000,31623,4.5191559617,finite_metric
gaussian_npe,robust_asinh_median_iqr,10,1000,31623,4.92045131491,finite_metric
gaussian_npe,robust_asinh_median_iqr,11,1000,31623,4.49215083891,finite_metric
gaussian_npe,robust_asinh_median_iqr,12,1000,31623,3.08324783653,finite_metric
gaussian_npe,robust_asinh_median_iqr,13,1000,31623,3.4489513017,finite_metric
gaussian_npe,robust_asinh_median_iqr,14,1000,31623,3.13749479144,finite_metric
gaussian_npe,robust_asinh_median_iqr,15,1000,31623,3.09031854527,finite_metric
gaussian_npe,robust_asinh_median_iqr,16,1000,31623,4.14163241013,finite_metric
