method,source,n,N,N_label,seed,param,x,density
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.0827067669173,0.02578987696233494
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.1328320802005,0.02411523860506119
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.1829573934837,0.02253420238692239
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.23308270676692,0.021043422797745338
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.28320802005013,0.019639497196359986
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.33333333333333,0.01831898558867696
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.38345864661655,0.01707842912433462
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.43358395989975,0.01591436728015702
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.48370927318295,0.014823353712092303
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.53383458646617,0.013801970769828175
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.58395989974937,0.012846842679859987
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.63408521303258,0.011954647413386728
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.6842105263158,0.011122127264965214
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.734335839599,0.010346098176373641
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.7844611528822,0.0096234578475756
flow_npe,posterior_samples.pkl,1000,1000,N=n,1,lambda,103.8345864661654,0.008951192683109805
