method,n,N,N_label,seed,param,source,sample_count,posterior_mean,bias
flow_npe,100,1000,N=n^(3/2),39,sigma,posterior_samples.pkl,10000,2.376021994132269,0.3760219941322691
flow_npe,100,1000,N=n^(3/2),39,xi,posterior_samples.pkl,10000,-0.904598196053505,-0.804598196053505
flow_npe,100,1000,N=n^(3/2),40,lambda,posterior_samples.pkl,10000,100.07857846221924,0.07857846221924092
flow_npe,100,1000,N=n^(3/2),40,sigma,posterior_samples.pkl,10000,2.8127291263855994,0.8127291263855994
flow_npe,100,1000,N=n^(3/2),40,xi,posterior_samples.pkl,10000,-1.2555319470763207,-1.1555319470763206
flow_npe,100,1000,N=n^(3/2),41,lambda,posterior_samples.pkl,10000,99.13860445747376,-0.861395542526239
flow_npe,100,1000,N=n^(3/2),41,sigma,posterior_samples.pkl,10000,2.793172695561405,0.7931726955614051
flow_npe,100,1000,N=n^(3/2),41,xi,posterior_samples.pkl,10000,-1.0544910066008568,-0.9544910066008568
flow_npe,100,1000,N=n^(3/2),42,lambda,posterior_samples.pkl,10000,97.76560530109406,-2.2343946989059447
flow_npe,100,1000,N=n^(3/2),42,sigma,posterior_samples.pkl,10000,3.0382301510810854,1.0382301510810854
flow_npe,100,1000,N=n^(3/2),42,xi,posterior_samples.pkl,10000,-1.207784608709812,-1.107784608709812
flow_npe,100,1000,N=n^(3/2),43,lambda,posterior_samples.pkl,10000,99.7158230545044,-0.28417694549560224
flow_npe,100,1000,N=n^(3/2),43,sigma,posterior_samples.pkl,10000,2.947421511060372,0.9474215110603721
flow_npe,100,1000,N=n^(3/2),43,xi,posterior_samples.pkl,10000,-1.1979892134189605,-1.0979892134189604
flow_npe,100,1000,N=n^(3/2),44,lambda,posterior_samples.pkl,10000,100.65041837120056,0.6504183712005585
flow_npe,100,1000,N=n^(3/2),44,sigma,posterior_samples.pkl,10000,3.315247121714335,1.3152471217143349
flow_npe,100,1000,N=n^(3/2),44,xi,posterior_samples.pkl,10000,-1.4142602377057076,-1.3142602377057075
flow_npe,100,1000,N=n^(3/2),45,lambda,posterior_samples.pkl,10000,100.43791932640076,0.4379193264007597
flow_npe,100,1000,N=n^(3/2),45,sigma,posterior_samples.pkl,10000,3.115622798724752,1.1156227987247518
flow_npe,100,1000,N=n^(3/2),45,xi,posterior_samples.pkl,10000,-1.3292795750260353,-1.2292795750260352
flow_npe,100,1000,N=n^(3/2),46,lambda,posterior_samples.pkl,10000,97.7525675951004,-2.247432404899598
flow_npe,100,1000,N=n^(3/2),46,sigma,posterior_samples.pkl,10000,3.119785704710521,1.1197857047105209
flow_npe,100,1000,N=n^(3/2),46,xi,posterior_samples.pkl,10000,-1.1366378893494606,-1.0366378893494606
flow_npe,100,1000,N=n^(3/2),47,lambda,posterior_samples.pkl,10000,99.92462713890076,-0.07537286109923969
flow_npe,100,1000,N=n^(3/2),47,sigma,posterior_samples.pkl,10000,2.525042332659569,0.5250423326595688
flow_npe,100,1000,N=n^(3/2),47,xi,posterior_samples.pkl,10000,-1.055971041059494,-0.955971041059494
flow_npe,100,1000,N=n^(3/2),48,lambda,posterior_samples.pkl,10000,98.92117254028321,-1.0788274597167913
flow_npe,100,1000,N=n^(3/2),48,sigma,posterior_samples.pkl,10000,2.9173187611223197,0.9173187611223197
flow_npe,100,1000,N=n^(3/2),48,xi,posterior_samples.pkl,10000,-1.2627880668997764,-1.1627880668997763
flow_npe,100,1000,N=n^(3/2),49,lambda,posterior_samples.pkl,10000,99.21378687477112,-0.7862131252288833
flow_npe,100,1000,N=n^(3/2),49,sigma,posterior_samples.pkl,10000,3.0971790673485025,1.0971790673485025
flow_npe,100,1000,N=n^(3/2),49,xi,posterior_samples.pkl,10000,-1.5167883602261543,-1.4167883602261542
flow_npe,100,1000,N=n^(3/2),50,lambda,posterior_samples.pkl,10000,100.42563071632385,0.42563071632385174
flow_npe,100,1000,N=n^(3/2),50,sigma,posterior_samples.pkl,10000,3.0648299947816877,1.0648299947816877
flow_npe,100,1000,N=n^(3/2),50,xi,posterior_samples.pkl,10000,-1.3305877173781395,-1.2305877173781394
flow_npe,100,1000,N=n^(3/2),51,lambda,posterior_samples.pkl,10000,99.88025263652801,-0.119747363471987
flow_npe,100,1000,N=n^(3/2),51,sigma,posterior_samples.pkl,10000,2.9310151152009145,0.9310151152009145
flow_npe,100,1000,N=n^(3/2),51,xi,posterior_samples.pkl,10000,-1.1154129980206489,-1.0154129980206488
flow_npe,100,1000,N=n^(3/2),52,lambda,posterior_samples.pkl,10000,99.59401778755188,-0.40598221244812294
flow_npe,100,1000,N=n^(3/2),52,sigma,posterior_samples.pkl,10000,3.2585742501093073,1.2585742501093073
flow_npe,100,1000,N=n^(3/2),52,xi,posterior_samples.pkl,10000,-1.3357007144331932,-1.235700714433193
flow_npe,100,1000,N=n^(3/2),53,lambda,posterior_samples.pkl,10000,99.23379746761321,-0.7662025323867852
flow_npe,100,1000,N=n^(3/2),53,sigma,posterior_samples.pkl,10000,2.6643011342260987,0.6643011342260987
flow_npe,100,1000,N=n^(3/2),53,xi,posterior_samples.pkl,10000,-1.1444420163154603,-1.0444420163154602
flow_npe,100,1000,N=n^(3/2),54,lambda,posterior_samples.pkl,10000,101.63612672863006,1.6361267286300603
flow_npe,100,1000,N=n^(3/2),54,sigma,posterior_samples.pkl,10000,2.802622170938179,0.8026221709381791
flow_npe,100,1000,N=n^(3/2),54,xi,posterior_samples.pkl,10000,-1.066097104036808,-0.9660971040368079
flow_npe,100,1000,N=n^(3/2),55,lambda,posterior_samples.pkl,10000,100.45591550483704,0.45591550483703713
flow_npe,100,1000,N=n^(3/2),55,sigma,posterior_samples.pkl,10000,2.7947721435308455,0.7947721435308455
flow_npe,100,1000,N=n^(3/2),55,xi,posterior_samples.pkl,10000,-1.2318898980140687,-1.1318898980140686
flow_npe,100,1000,N=n^(3/2),56,lambda,posterior_samples.pkl,10000,98.15691747360229,-1.8430825263977084
flow_npe,100,1000,N=n^(3/2),56,sigma,posterior_samples.pkl,10000,3.1607373122435063,1.1607373122435063
flow_npe,100,1000,N=n^(3/2),56,xi,posterior_samples.pkl,10000,-1.2946623712420464,-1.1946623712420463
flow_npe,100,1000,N=n^(3/2),57,lambda,posterior_samples.pkl,10000,99.89175210762023,-0.10824789237976518
flow_npe,100,1000,N=n^(3/2),57,sigma,posterior_samples.pkl,10000,2.7477252603221687,0.7477252603221687
flow_npe,100,1000,N=n^(3/2),57,xi,posterior_samples.pkl,10000,-1.1661047210216522,-1.066104721021652
flow_npe,100,1000,N=n^(3/2),58,lambda,posterior_samples.pkl,10000,100.37234097347259,0.3723409734725891
flow_npe,100,1000,N=n^(3/2),58,sigma,posterior_samples.pkl,10000,2.7529746933135204,0.7529746933135204
flow_npe,100,1000,N=n^(3/2),58,xi,posterior_samples.pkl,10000,-1.3330087478756905,-1.2330087478756904
flow_npe,100,1000,N=n^(3/2),59,lambda,posterior_samples.pkl,10000,99.3702942150116,-0.6297057849884027
flow_npe,100,1000,N=n^(3/2),59,sigma,posterior_samples.pkl,10000,3.015677342220023,1.0156773422200231
flow_npe,100,1000,N=n^(3/2),59,xi,posterior_samples.pkl,10000,-1.1454664492726325,-1.0454664492726324
flow_npe,100,1000,N=n^(3/2),60,lambda,posterior_samples.pkl,10000,97.92246286735535,-2.0775371326446503
flow_npe,100,1000,N=n^(3/2),60,sigma,posterior_samples.pkl,10000,2.5210306982355193,0.5210306982355193
flow_npe,100,1000,N=n^(3/2),60,xi,posterior_samples.pkl,10000,-1.3191392203330994,-1.2191392203330993
flow_npe,100,1000,N=n^(3/2),61,lambda,posterior_samples.pkl,10000,97.87468579502105,-2.125314204978949
flow_npe,100,1000,N=n^(3/2),61,sigma,posterior_samples.pkl,10000,3.6233848018171266,1.6233848018171266
flow_npe,100,1000,N=n^(3/2),61,xi,posterior_samples.pkl,10000,-1.4487620391607285,-1.3487620391607285
flow_npe,100,1000,N=n^(3/2),62,lambda,posterior_samples.pkl,10000,100.34159997215271,0.3415999721527072
flow_npe,100,1000,N=n^(3/2),62,sigma,posterior_samples.pkl,10000,2.2709217079237103,0.2709217079237103
flow_npe,100,1000,N=n^(3/2),62,xi,posterior_samples.pkl,10000,-0.9847218069076538,-0.8847218069076538
flow_npe,100,1000,N=n^(3/2),63,lambda,posterior_samples.pkl,10000,99.7478812133789,-0.25211878662109655
flow_npe,100,1000,N=n^(3/2),63,sigma,posterior_samples.pkl,10000,2.5128190319031476,0.5128190319031476
flow_npe,100,1000,N=n^(3/2),63,xi,posterior_samples.pkl,10000,-1.0625358417510986,-0.9625358417510986
flow_npe,100,1000,N=n^(3/2),64,lambda,posterior_samples.pkl,10000,99.7599944103241,-0.2400055896759028
flow_npe,100,1000,N=n^(3/2),64,sigma,posterior_samples.pkl,10000,3.488028749683499,1.4880287496834992
flow_npe,100,1000,N=n^(3/2),64,xi,posterior_samples.pkl,10000,-1.345093138229847,-1.245093138229847
flow_npe,100,1000,N=n^(3/2),65,lambda,posterior_samples.pkl,10000,99.97000771942139,-0.02999228057861103
flow_npe,100,1000,N=n^(3/2),65,sigma,posterior_samples.pkl,10000,3.0481655681763775,1.0481655681763775
flow_npe,100,1000,N=n^(3/2),65,xi,posterior_samples.pkl,10000,-1.265958346569538,-1.165958346569538
flow_npe,100,1000,N=n^(3/2),66,lambda,posterior_samples.pkl,10000,98.98615853881836,-1.0138414611816415
flow_npe,100,1000,N=n^(3/2),66,sigma,posterior_samples.pkl,10000,3.173931949278526,1.173931949278526
flow_npe,100,1000,N=n^(3/2),66,xi,posterior_samples.pkl,10000,-1.28572987087965,-1.18572987087965
flow_npe,100,1000,N=n^(3/2),67,lambda,posterior_samples.pkl,10000,99.70930222244263,-0.29069777755736936
flow_npe,100,1000,N=n^(3/2),67,sigma,posterior_samples.pkl,10000,2.821388297352381,0.8213882973523812
flow_npe,100,1000,N=n^(3/2),67,xi,posterior_samples.pkl,10000,-1.2062949339389801,-1.10629493393898
flow_npe,100,1000,N=n^(3/2),68,lambda,posterior_samples.pkl,10000,99.93079168109894,-0.06920831890106172
flow_npe,100,1000,N=n^(3/2),68,sigma,posterior_samples.pkl,10000,2.877285661751032,0.8772856617510318
flow_npe,100,1000,N=n^(3/2),68,xi,posterior_samples.pkl,10000,-1.2591039502739907,-1.1591039502739906
flow_npe,100,1000,N=n^(3/2),69,lambda,posterior_samples.pkl,10000,98.44132199707032,-1.5586780029296818
flow_npe,100,1000,N=n^(3/2),69,sigma,posterior_samples.pkl,10000,3.241446117489226,1.2414461174892262
flow_npe,100,1000,N=n^(3/2),69,xi,posterior_samples.pkl,10000,-1.4039730835318565,-1.3039730835318564
flow_npe,100,1000,N=n^(3/2),70,lambda,posterior_samples.pkl,10000,100.60030948677063,0.6003094867706267
flow_npe,100,1000,N=n^(3/2),70,sigma,posterior_samples.pkl,10000,3.119485184717644,1.119485184717644
flow_npe,100,1000,N=n^(3/2),70,xi,posterior_samples.pkl,10000,-1.2601722695231439,-1.1601722695231438
flow_npe,100,1000,N=n^(3/2),71,lambda,posterior_samples.pkl,10000,100.00545549468994,0.00545549468994011
flow_npe,100,1000,N=n^(3/2),71,sigma,posterior_samples.pkl,10000,3.326542274925113,1.3265422749251128
flow_npe,100,1000,N=n^(3/2),71,xi,posterior_samples.pkl,10000,-1.2026673703551292,-1.102667370355129
flow_npe,100,1000,N=n^(3/2),72,lambda,posterior_samples.pkl,10000,98.79127589645385,-1.208724103546146
flow_npe,100,1000,N=n^(3/2),72,sigma,posterior_samples.pkl,10000,3.178879114389606,1.178879114389606
flow_npe,100,1000,N=n^(3/2),72,xi,posterior_samples.pkl,10000,-1.4862253303527833,-1.3862253303527832
flow_npe,100,1000,N=n^(3/2),73,lambda,posterior_samples.pkl,10000,98.99734523582458,-1.0026547641754178
flow_npe,100,1000,N=n^(3/2),73,sigma,posterior_samples.pkl,10000,3.5516532169283366,1.5516532169283366
flow_npe,100,1000,N=n^(3/2),73,xi,posterior_samples.pkl,10000,-1.4125499644875525,-1.3125499644875525
flow_npe,100,1000,N=n^(3/2),74,lambda,posterior_samples.pkl,10000,99.03071758384705,-0.9692824161529501
flow_npe,100,1000,N=n^(3/2),74,sigma,posterior_samples.pkl,10000,2.9160959489623086,0.9160959489623086
flow_npe,100,1000,N=n^(3/2),74,xi,posterior_samples.pkl,10000,-1.232293922996521,-1.132293922996521
flow_npe,100,1000,N=n^(3/2),75,lambda,posterior_samples.pkl,10000,101.49551919898987,1.495519198989868
flow_npe,100,1000,N=n^(3/2),75,sigma,posterior_samples.pkl,10000,2.9877811571063475,0.9877811571063475
flow_npe,100,1000,N=n^(3/2),75,xi,posterior_samples.pkl,10000,-1.0124883535981177,-0.9124883535981178
flow_npe,100,1000,N=n^(3/2),76,lambda,posterior_samples.pkl,10000,99.86756110954285,-0.13243889045715207
flow_npe,100,1000,N=n^(3/2),76,sigma,posterior_samples.pkl,10000,2.690590626868419,0.6905906268684192
flow_npe,100,1000,N=n^(3/2),76,xi,posterior_samples.pkl,10000,-1.2058630611419678,-1.1058630611419678
flow_npe,100,1000,N=n^(3/2),77,lambda,posterior_samples.pkl,10000,97.55728400478363,-2.442715995216375
flow_npe,100,1000,N=n^(3/2),77,sigma,posterior_samples.pkl,10000,3.3346668427105994,1.3346668427105994
flow_npe,100,1000,N=n^(3/2),77,xi,posterior_samples.pkl,10000,-1.219675486934185,-1.119675486934185
flow_npe,100,1000,N=n^(3/2),78,lambda,posterior_samples.pkl,10000,99.53577626132964,-0.4642237386703556
flow_npe,100,1000,N=n^(3/2),78,sigma,posterior_samples.pkl,10000,2.593742820953019,0.5937428209530191
flow_npe,100,1000,N=n^(3/2),78,xi,posterior_samples.pkl,10000,-1.1112054072380066,-1.0112054072380066
flow_npe,100,1000,N=n^(3/2),79,lambda,posterior_samples.pkl,10000,98.13999491271973,-1.8600050872802711
flow_npe,100,1000,N=n^(3/2),79,sigma,posterior_samples.pkl,10000,2.651816503505502,0.6518165035055019
flow_npe,100,1000,N=n^(3/2),79,xi,posterior_samples.pkl,10000,-1.0005331267595292,-0.9005331267595292
flow_npe,100,1000,N=n^(3/2),80,lambda,posterior_samples.pkl,10000,100.4162217502594,0.4162217502593961
flow_npe,100,1000,N=n^(3/2),80,sigma,posterior_samples.pkl,10000,3.7542728604346514,1.7542728604346514
flow_npe,100,1000,N=n^(3/2),80,xi,posterior_samples.pkl,10000,-1.2695840152978897,-1.1695840152978896
flow_npe,100,1000,N=n^(3/2),81,lambda,posterior_samples.pkl,10000,99.39641578216553,-0.6035842178344666
flow_npe,100,1000,N=n^(3/2),81,sigma,posterior_samples.pkl,10000,3.1123387780008835,1.1123387780008835
flow_npe,100,1000,N=n^(3/2),81,xi,posterior_samples.pkl,10000,-1.080008047747612,-0.980008047747612
flow_npe,100,1000,N=n^(3/2),82,lambda,posterior_samples.pkl,10000,98.2780379573822,-1.721962042617804
flow_npe,100,1000,N=n^(3/2),82,sigma,posterior_samples.pkl,10000,3.0203983747247607,1.0203983747247607
flow_npe,100,1000,N=n^(3/2),82,xi,posterior_samples.pkl,10000,-1.130647010731697,-1.030647010731697
flow_npe,100,1000,N=n^(3/2),83,lambda,posterior_samples.pkl,10000,100.13338062782287,0.13338062782287352
flow_npe,100,1000,N=n^(3/2),83,sigma,posterior_samples.pkl,10000,3.035438970604539,1.035438970604539
flow_npe,100,1000,N=n^(3/2),83,xi,posterior_samples.pkl,10000,-1.342146023106575,-1.2421460231065748
flow_npe,100,1000,N=n^(3/2),84,lambda,posterior_samples.pkl,10000,98.96621521854401,-1.0337847814559922
flow_npe,100,1000,N=n^(3/2),84,sigma,posterior_samples.pkl,10000,2.858197054654546,0.8581970546545459
flow_npe,100,1000,N=n^(3/2),84,xi,posterior_samples.pkl,10000,-1.2018283660411835,-1.1018283660411834
flow_npe,100,1000,N=n^(3/2),85,lambda,posterior_samples.pkl,10000,100.9003660610199,0.9003660610198949
flow_npe,100,1000,N=n^(3/2),85,sigma,posterior_samples.pkl,10000,2.3369980166629887,0.3369980166629887
flow_npe,100,1000,N=n^(3/2),85,xi,posterior_samples.pkl,10000,-0.8767458975434304,-0.7767458975434304
flow_npe,100,1000,N=n^(3/2),86,lambda,posterior_samples.pkl,10000,99.91627191963195,-0.08372808036804713
flow_npe,100,1000,N=n^(3/2),86,sigma,posterior_samples.pkl,10000,2.517934788085893,0.5179347880858929
flow_npe,100,1000,N=n^(3/2),86,xi,posterior_samples.pkl,10000,-0.9456048101782799,-0.8456048101782799
flow_npe,100,1000,N=n^(3/2),87,lambda,posterior_samples.pkl,10000,99.75338542480469,-0.24661457519530927
flow_npe,100,1000,N=n^(3/2),87,sigma,posterior_samples.pkl,10000,2.647067640901357,0.6470676409013572
flow_npe,100,1000,N=n^(3/2),87,xi,posterior_samples.pkl,10000,-0.9948164124727249,-0.8948164124727249
flow_npe,100,1000,N=n^(3/2),88,lambda,posterior_samples.pkl,10000,101.42650258998871,1.426502589988715
flow_npe,100,1000,N=n^(3/2),88,sigma,posterior_samples.pkl,10000,3.0483674899438395,1.0483674899438395
flow_npe,100,1000,N=n^(3/2),88,xi,posterior_samples.pkl,10000,-1.0395755916714668,-0.9395755916714669
flow_npe,100,1000,N=n^(3/2),89,lambda,posterior_samples.pkl,10000,100.84000606651306,0.8400060665130553
flow_npe,100,1000,N=n^(3/2),89,sigma,posterior_samples.pkl,10000,2.916625694849435,0.9166256948494351
flow_npe,100,1000,N=n^(3/2),89,xi,posterior_samples.pkl,10000,-1.4587773283600807,-1.3587773283600806
flow_npe,100,1000,N=n^(3/2),90,lambda,posterior_samples.pkl,10000,98.14501570358276,-1.8549842964172427
flow_npe,100,1000,N=n^(3/2),90,sigma,posterior_samples.pkl,10000,3.064744932780415,1.0647449327804148
flow_npe,100,1000,N=n^(3/2),90,xi,posterior_samples.pkl,10000,-1.043998856651783,-0.9439988566517831
flow_npe,100,1000,N=n^(3/2),91,lambda,posterior_samples.pkl,10000,100.4994456943512,0.4994456943511949
flow_npe,100,1000,N=n^(3/2),91,sigma,posterior_samples.pkl,10000,3.101072473676689,1.1010724736766888
flow_npe,100,1000,N=n^(3/2),91,xi,posterior_samples.pkl,10000,-1.0953472556233406,-0.9953472556233406
flow_npe,100,1000,N=n^(3/2),92,lambda,posterior_samples.pkl,10000,101.45495207061768,1.4549520706176793
flow_npe,100,1000,N=n^(3/2),92,sigma,posterior_samples.pkl,10000,3.12138171217381,1.12138171217381
flow_npe,100,1000,N=n^(3/2),92,xi,posterior_samples.pkl,10000,-1.2139565276265145,-1.1139565276265144
flow_npe,100,1000,N=n^(3/2),93,lambda,posterior_samples.pkl,10000,99.26035745105743,-0.7396425489425695
flow_npe,100,1000,N=n^(3/2),93,sigma,posterior_samples.pkl,10000,3.094870653645415,1.094870653645415
flow_npe,100,1000,N=n^(3/2),93,xi,posterior_samples.pkl,10000,-1.2781707264184952,-1.178170726418495
flow_npe,100,1000,N=n^(3/2),94,lambda,posterior_samples.pkl,10000,99.48475260734558,-0.5152473926544161
flow_npe,100,1000,N=n^(3/2),94,sigma,posterior_samples.pkl,10000,3.2438311863551847,1.2438311863551847
flow_npe,100,1000,N=n^(3/2),94,xi,posterior_samples.pkl,10000,-1.483009238922596,-1.3830092389225959
flow_npe,100,1000,N=n^(3/2),95,lambda,posterior_samples.pkl,10000,101.57816456184388,1.5781645618438773
flow_npe,100,1000,N=n^(3/2),95,sigma,posterior_samples.pkl,10000,3.6721929497329517,1.6721929497329517
flow_npe,100,1000,N=n^(3/2),95,xi,posterior_samples.pkl,10000,-1.277809717810154,-1.1778097178101539
flow_npe,100,1000,N=n^(3/2),96,lambda,posterior_samples.pkl,10000,98.5073965314865,-1.4926034685134937
flow_npe,100,1000,N=n^(3/2),96,sigma,posterior_samples.pkl,10000,2.9717620218500493,0.9717620218500493
flow_npe,100,1000,N=n^(3/2),96,xi,posterior_samples.pkl,10000,-1.3441774581432342,-1.244177458143234
flow_npe,100,1000,N=n^(3/2),97,lambda,posterior_samples.pkl,10000,99.93495453243256,-0.0650454675674439
flow_npe,100,1000,N=n^(3/2),97,sigma,posterior_samples.pkl,10000,3.4063322551965713,1.4063322551965713
flow_npe,100,1000,N=n^(3/2),97,xi,posterior_samples.pkl,10000,-1.4872309259176255,-1.3872309259176254
flow_npe,100,1000,N=n^(3/2),98,lambda,posterior_samples.pkl,10000,98.84407228965759,-1.1559277103424108
flow_npe,100,1000,N=n^(3/2),98,sigma,posterior_samples.pkl,10000,2.984726478532143,0.984726478532143
flow_npe,100,1000,N=n^(3/2),98,xi,posterior_samples.pkl,10000,-1.2904367205739022,-1.1904367205739022
flow_npe,100,1000,N=n^(3/2),99,lambda,posterior_samples.pkl,10000,97.49424368114471,-2.5057563188552905
flow_npe,100,1000,N=n^(3/2),99,sigma,posterior_samples.pkl,10000,2.8776263876848853,0.8776263876848853
flow_npe,100,1000,N=n^(3/2),99,xi,posterior_samples.pkl,10000,-0.8305873665094375,-0.7305873665094376
flow_npe,100,1000,N=n^(3/2),100,lambda,posterior_samples.pkl,10000,99.56262584056854,-0.43737415943145663
flow_npe,100,1000,N=n^(3/2),100,sigma,posterior_samples.pkl,10000,2.8564237774459644,0.8564237774459644
flow_npe,100,1000,N=n^(3/2),100,xi,posterior_samples.pkl,10000,-0.9441448147416115,-0.8441448147416115
flow_npe,100,10000,N=n^2,0,lambda,posterior_samples.pkl,10000,98.19147096824646,-1.8085290317535367
flow_npe,100,10000,N=n^2,0,sigma,posterior_samples.pkl,10000,2.3107299568179993,0.3107299568179993
flow_npe,100,10000,N=n^2,0,xi,posterior_samples.pkl,10000,-0.26936518276929855,-0.16936518276929854
flow_npe,100,10000,N=n^2,1,lambda,posterior_samples.pkl,10000,98.84456311798095,-1.1554368820190462
flow_npe,100,10000,N=n^2,1,sigma,posterior_samples.pkl,10000,2.520576204936579,0.520576204936579
flow_npe,100,10000,N=n^2,1,xi,posterior_samples.pkl,10000,-0.3670956709742546,-0.2670956709742546
flow_npe,100,10000,N=n^2,2,lambda,posterior_samples.pkl,10000,100.83121066799164,0.8312106679916411
flow_npe,100,10000,N=n^2,2,sigma,posterior_samples.pkl,10000,2.0588136044599117,0.058813604459911684
flow_npe,100,10000,N=n^2,2,xi,posterior_samples.pkl,10000,-0.2064586669921875,-0.1064586669921875
flow_npe,100,10000,N=n^2,3,lambda,posterior_samples.pkl,10000,99.44067811203003,-0.559321887969972
flow_npe,100,10000,N=n^2,3,sigma,posterior_samples.pkl,10000,2.1498665804153307,0.14986658041533074
flow_npe,100,10000,N=n^2,3,xi,posterior_samples.pkl,10000,-0.14704913152456284,-0.04704913152456283
flow_npe,100,10000,N=n^2,4,lambda,posterior_samples.pkl,10000,99.13660036087036,-0.8633996391296392
flow_npe,100,10000,N=n^2,4,sigma,posterior_samples.pkl,10000,2.576859625948174,0.576859625948174
flow_npe,100,10000,N=n^2,4,xi,posterior_samples.pkl,10000,-0.36233089553117753,-0.2623308955311775
flow_npe,100,10000,N=n^2,5,lambda,posterior_samples.pkl,10000,99.84641594638825,-0.15358405361175187
flow_npe,100,10000,N=n^2,5,sigma,posterior_samples.pkl,10000,2.1720247010743243,0.17202470107432433
flow_npe,100,10000,N=n^2,5,xi,posterior_samples.pkl,10000,-0.2293863134264946,-0.1293863134264946
flow_npe,100,10000,N=n^2,6,lambda,posterior_samples.pkl,10000,100.30662107582093,0.306621075820928
flow_npe,100,10000,N=n^2,6,sigma,posterior_samples.pkl,10000,1.9377190820521675,-0.062280917947832526
flow_npe,100,10000,N=n^2,6,xi,posterior_samples.pkl,10000,-0.13841434470415115,-0.03841434470415114
flow_npe,100,10000,N=n^2,7,lambda,posterior_samples.pkl,10000,99.16055622444154,-0.8394437755584647
flow_npe,100,10000,N=n^2,7,sigma,posterior_samples.pkl,10000,2.0347139824220912,0.03471398242209123
flow_npe,100,10000,N=n^2,7,xi,posterior_samples.pkl,10000,-0.13051800377368927,-0.030518003773689267
flow_npe,100,10000,N=n^2,8,lambda,posterior_samples.pkl,10000,99.83461541576385,-0.16538458423615054
flow_npe,100,10000,N=n^2,8,sigma,posterior_samples.pkl,10000,1.9397362785468344,-0.06026372145316561
flow_npe,100,10000,N=n^2,8,xi,posterior_samples.pkl,10000,-0.14489395744800568,-0.04489395744800567
flow_npe,100,10000,N=n^2,9,lambda,posterior_samples.pkl,10000,100.00954851875305,0.009548518753049962
flow_npe,100,10000,N=n^2,9,sigma,posterior_samples.pkl,10000,1.8903813204329227,-0.10961867956707727
flow_npe,100,10000,N=n^2,9,xi,posterior_samples.pkl,10000,-0.13011299350261687,-0.03011299350261687
flow_npe,100,10000,N=n^2,10,lambda,posterior_samples.pkl,10000,100.95934463977814,0.9593446397781378
flow_npe,100,10000,N=n^2,10,sigma,posterior_samples.pkl,10000,2.1371233424227687,0.1371233424227687
flow_npe,100,10000,N=n^2,10,xi,posterior_samples.pkl,10000,-0.14405998423099517,-0.044059984230995164
flow_npe,100,10000,N=n^2,11,lambda,posterior_samples.pkl,10000,99.7907219127655,-0.2092780872344946
flow_npe,100,10000,N=n^2,11,sigma,posterior_samples.pkl,10000,2.3733235511301087,0.37332355113010873
flow_npe,100,10000,N=n^2,11,xi,posterior_samples.pkl,10000,-0.22790569550991058,-0.12790569550991057
flow_npe,100,10000,N=n^2,12,lambda,posterior_samples.pkl,10000,100.34905058765412,0.3490505876541192
flow_npe,100,10000,N=n^2,12,sigma,posterior_samples.pkl,10000,2.0174541181023233,0.017454118102323335
flow_npe,100,10000,N=n^2,12,xi,posterior_samples.pkl,10000,-0.10075747777223587,-0.000757477772235865
flow_npe,100,10000,N=n^2,13,lambda,posterior_samples.pkl,10000,99.73295506973267,-0.2670449302673319
flow_npe,100,10000,N=n^2,13,sigma,posterior_samples.pkl,10000,1.7915867847500369,-0.20841321524996315
flow_npe,100,10000,N=n^2,13,xi,posterior_samples.pkl,10000,-0.1407015934586525,-0.040701593458652485
flow_npe,100,10000,N=n^2,14,lambda,posterior_samples.pkl,10000,101.50685916976929,1.5068591697692852
flow_npe,100,10000,N=n^2,14,sigma,posterior_samples.pkl,10000,2.7074838307735276,0.7074838307735276
flow_npe,100,10000,N=n^2,14,xi,posterior_samples.pkl,10000,-0.5786517766714097,-0.4786517766714097
flow_npe,100,10000,N=n^2,15,lambda,posterior_samples.pkl,10000,99.29900247879029,-0.7009975212097146
flow_npe,100,10000,N=n^2,15,sigma,posterior_samples.pkl,10000,2.120650643828884,0.12065064382888391
flow_npe,100,10000,N=n^2,15,xi,posterior_samples.pkl,10000,-0.14254829889535903,-0.04254829889535902
flow_npe,100,10000,N=n^2,16,lambda,posterior_samples.pkl,10000,100.77468408241272,0.774684082412719
flow_npe,100,10000,N=n^2,16,sigma,posterior_samples.pkl,10000,2.127062598583568,0.12706259858356805
flow_npe,100,10000,N=n^2,16,xi,posterior_samples.pkl,10000,-0.25336416343450546,-0.15336416343450546
flow_npe,100,10000,N=n^2,17,lambda,posterior_samples.pkl,10000,100.55855333633423,0.5585533363342279
flow_npe,100,10000,N=n^2,17,sigma,posterior_samples.pkl,10000,2.0129778901815416,0.012977890181541607
flow_npe,100,10000,N=n^2,17,xi,posterior_samples.pkl,10000,-0.1420488028526306,-0.0420488028526306
flow_npe,100,10000,N=n^2,18,lambda,posterior_samples.pkl,10000,100.94919599533081,0.9491959953308111
flow_npe,100,10000,N=n^2,18,sigma,posterior_samples.pkl,10000,2.369670483429171,0.3696704834291711
flow_npe,100,10000,N=n^2,18,xi,posterior_samples.pkl,10000,-0.25486009607315063,-0.15486009607315063
flow_npe,100,10000,N=n^2,19,lambda,posterior_samples.pkl,10000,99.56380529174805,-0.4361947082519464
flow_npe,100,10000,N=n^2,19,sigma,posterior_samples.pkl,10000,1.9881695737861096,-0.01183042621389041
