cell,method,param,x,density
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (z-score),A,3.152821123753338,0.012376959449561038
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (z-score),A,3.1541293191329736,0.012548711461588475
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (z-score),A,3.155437514512609,0.012329920593753386
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (z-score),A,3.156745709892244,0.011725131165219714
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (z-score),A,3.1580539052718795,0.010806085624121086
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (z-score),A,3.1593621006515145,0.009694838804889588
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (z-score),A,3.16067029603115,0.00853922477870037
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (z-score),A,3.1619784914107854,0.007485302005099327
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (z-score),A,3.1632866867904204,0.006651764238820453
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (z-score),A,3.164594882170056,0.006110640396149585
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9042640016226344,0.07021897218645705
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.90557219700227,0.07705725275974884
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.906880392381905,0.08512897381148747
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9081885877615403,0.0948401907502609
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9094967831411758,0.10659103222836991
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9108049785208108,0.12074281382116596
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.912113173900446,0.13758807994810396
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.913421369280081,0.15732446954098145
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9147295646597167,0.18003296805867178
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.916037760039352,0.20566281544521436
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.917345955418987,0.23402854479222243
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9186541507986226,0.26482728883664025
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.919962346178258,0.2976839492613173
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.921270541557893,0.33222635565233666
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9225787369375285,0.368182724558793
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9238869323171635,0.4054827135765685
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.925195127696799,0.44433575409920706
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9265033230764343,0.48526017375707176
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9278115184560694,0.5290454071580788
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.929119713835705,0.5766454236133519
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9304279092153402,0.6290195503700323
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9317361045949752,0.686951211856553
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9330442999746107,0.750881065540353
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.934352495354246,0.8207871278523362
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.935660690733881,0.8961331442427319
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9369688861135166,0.9758928005998209
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9382770814931516,1.0586466869424986
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.939585276872787,1.1427437668158686
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9408934722524225,1.2265177512688086
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9422016676320575,1.3085461842993935
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.943509863011693,1.3879312198370004
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9448180583913284,1.464565080278546
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9461262537709634,1.5393253651839327
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.947434449150599,1.6141359117319414
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9487426445302343,1.6918380861487732
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9500508399098693,1.77584984908775
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9513590352895047,1.869641029827498
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9526672306691397,1.9761094751300554
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.953975426048775,2.0969861897129776
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9552836214284106,2.2324121811591624
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9565918168080456,2.3808068180292032
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.957900012187681,2.5390890345505372
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9592082075673165,2.7032312869313073
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9605164029469515,2.8690423358392114
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.961824598326587,3.033011984870804
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9631327937062224,3.193028104781749
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9644409890858574,3.3488022726546256
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.965749184465493,3.5019093794928633
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.967057379845128,3.6554395182913884
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9683655752247633,3.8133512120013626
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9696737706043987,3.979679335453635
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9709819659840337,4.157774266240056
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.972290161363669,4.349729022253211
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9735983567433046,4.556097663737928
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9749065521229396,4.775936763188548
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.976214747502575,5.007129567850939
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.97752294288221,5.246894882480104
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9788311382618455,5.49235057695224
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.980139333641481,5.740999768421552
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.981447529021116,5.991034053453654
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9827557244007514,6.241394696073411
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.984063919780387,6.491588484380795
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.985372115160022,6.74130963681733
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9866803105396573,6.989964576671533
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9879885059192928,7.236226017853457
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9892967012989278,7.477749666284483
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.990604896678563,7.711163755528483
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.991913092058198,7.932385155208138
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9932212874378337,8.137232305386517
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.994529482817469,8.32221441566402
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.995837678197104,8.48530748549469
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.9971458735767396,8.62650842885514
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.998454068956375,8.748001578661135
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,2.99976226433601,8.85386697485922
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0010704597156455,8.949377431459007
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0023786550952805,9.040035130473393
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.003686850474916,9.130560529678311
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0049950458545513,9.224055790758442
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0063032412341864,9.321526182422671
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.007611436613822,9.421867784091624
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0089196319934572,9.522330889044664
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0102278273730922,9.619359297781273
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0115360227527277,9.709605677453599
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.012844218132363,9.7908601304727
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.014152413511998,9.862632195997735
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0154606088916336,9.92621060768182
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0167688042712686,9.984175919883084
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.018076999650904,10.039512327993737
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0193851950305395,10.09459372462895
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0206933904101745,10.150353355196165
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.02200158578981,10.205871188732338
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0233097811694454,10.258458972516912
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0246179765490804,10.304153230898157
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.025926171928716,10.338408368069809
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0272343673083513,10.356756880445236
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0285425626879863,10.355270870063112
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0298507580676217,10.330779770274116
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0311589534472567,10.280916230452577
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.032467148826892,10.204125225571916
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0337753442065276,10.099757380752214
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0350835395861626,9.968287431921944
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.036391734965798,9.811592035728363
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0376999303454335,9.63313846239905
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0390081257250685,9.437918091334922
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.040316321104704,9.23202013061144
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0416245164843394,9.021861757472232
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0429327118639744,8.813224206055747
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.04424090724361,8.610335493554459
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.045549102623245,8.415249970971805
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0468572980028803,8.227695767753683
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0481654933825157,8.045422508577134
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0494736887621507,7.864936031104619
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.050781884141786,7.682407693069383
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0520900795214216,7.494524902278072
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0533982749010566,7.299104484806017
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.054706470280692,7.095389060821317
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.056014665660327,6.884043709648119
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0573228610399625,6.666930267180172
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.058631056419598,6.446748729184162
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.059939251799233,6.226614299323063
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0612474471788684,6.009612402728309
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.062555642558504,5.798364766300981
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.063863837938139,5.594651338741345
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0651720333177743,5.399150702109583
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0664802286974098,5.211363950915645
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0677884240770448,5.029760067258379
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.06909661945668,4.852128132825799
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.070404814836315,4.676062422774024
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0717130102159507,4.499464899203857
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.073021205595586,4.320943283520189
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.074329400975221,4.140014804861571
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0756375963548566,3.957084638168863
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.076945791734492,3.7732340179944153
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.078253987114127,3.589904885232676
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0795621824937625,3.408589701683616
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0808703778733975,3.2306202226389478
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.082178573253033,3.0571026491755617
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0834867686326684,2.888984926178345
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0847949640123034,2.7271881420063653
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.086103159391939,2.5727098987888857
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0874113547715742,2.4266241283220076
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0887195501512092,2.2899527774388106
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0900277455308447,2.1634476819709283
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.09133594091048,2.0473670683628122
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.092644136290115,1.9413392484788135
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0939523316697506,1.8443730463158685
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0952605270493856,1.7550165366505668
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.096568722429021,1.671609755685236
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0978769178086565,1.5925472687712476
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.0991851131882915,1.5164729914842838
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.100493308567927,1.4423655099574642
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1018015039475624,1.3695187020514468
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1031096993271974,1.2974593708296074
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.104417894706833,1.2258577672878226
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.105726090086468,1.1544765384867754
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1070342854661033,1.083176897923732
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1083424808457387,1.0119706329233489
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1096506762253737,0.9410850491815134
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.110958871605009,0.8710022082785893
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1122670669846446,0.8024442551311932
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1135752623642796,0.7362977357356078
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.114883457743915,0.6734926861852522
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1161916531235505,0.6148681622709178
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1174998485031855,0.5610593368447361
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.118808043882821,0.5124320189516607
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1201162392624564,0.469073009209887
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1214244346420914,0.4308263734151277
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.122732630021727,0.3973534340561017
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.124040825401362,0.36819203474476947
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1253490207809973,0.34279820548319984
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1266572161606327,0.3205667292560851
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1279654115402677,0.30084021127827687
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.129273606919903,0.2829233610187936
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1305818022995386,0.26611720682145523
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1318899976791736,0.24977770758258858
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.133198193058809,0.23338927506760118
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.134506388438444,0.21663253136193045
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1358145838180795,0.19942268137817215
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.137122779197715,0.18190207758208368
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.13843097457735,0.1643851859696561
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1397391699569854,0.14727012594800865
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.141047365336621,0.13094164609410017
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.142355560716256,0.11569177886245871
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1436637560958913,0.10167668302408324
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1449719514755268,0.08891522825168369
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1462801468551618,0.07732209004738506
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.147588342234797,0.06675984403268437
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1488965376144322,0.05709251478989079
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1502047329940677,0.04822636233999755
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.151512928373703,0.0401299858004105
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.152821123753338,0.03283255240488207
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1541293191329736,0.026404337078465036
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.155437514512609,0.020926971520768802
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.156745709892244,0.01646179112601524
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1580539052718795,0.013023802737808008
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1593621006515145,0.010566644521759006
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.16067029603115,0.008981091892285005
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1619784914107854,0.00810674034433916
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.1632866867904204,0.0077538924503952915
n_obs=1000 seed=0 convention=gaussian,Gaussian-NPE (robust asinh),A,3.164594882170056,0.007730694369196006
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7072343811035156,2.6276226299881113e-11
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.710262772616669,9.907925042999256e-11
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7132911641298226,3.5577727083962185e-10
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7163195556429761,1.2166878783674732e-09
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7193479471561297,3.9629788157966e-09
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7223763386692832,1.2295600115730968e-08
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7254047301824368,3.634262763606902e-08
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7284331216955903,1.0234959223057762e-07
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7314615132087439,2.7468660360935904e-07
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7344899047218973,7.026927408071341e-07
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7375182962350509,1.7138992042888667e-06
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7405466877482044,3.986909372803604e-06
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.743575079261358,8.848859176870512e-06
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7466034707745115,1.8747412948357026e-05
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7496318622876651,3.7935263109408936e-05
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7526602538008186,7.336444872179458e-05
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7556886453139722,0.0001357121515265968
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7587170368271257,0.00024035724351055448
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7617454283402793,0.00040802789039775866
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7647738198534327,0.0006647947414840995
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7678022113665863,0.001041143796915069
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7708306028797398,0.001570052975301824
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7738589943928934,0.0022842876201367634
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7768873859060469,0.003213435537686468
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7799157774192005,0.004381407350583994
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.782944168932354,0.005805145767941699
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7859725604455075,0.007495101771603594
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.789000951958661,0.009457703238148736
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7920293434718146,0.011699648968067253
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7950577349849681,0.014233478575426704
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.7980861264981216,0.017083545931734646
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.8011145180112752,0.02029133467286473
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.8041429095244287,0.02391912827645413
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.8071713010375823,0.0280515086012854
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.8101996925507358,0.032794964048914375
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.8132280840638894,0.0382766975267019
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.8162564755770428,0.0446439602109207
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.8192848670901964,0.05206444991845126
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.8223132586033499,0.06072663949079081
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.8253416501165035,0.07083725021816487
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.828370041629657,0.0826127475918552
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.8313984331428106,0.09626351182489236
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.8344268246559641,0.1119727534119342
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.8374552161691177,0.1298755518335119
n_obs=1000 seed=0 convention=gaussian,NUTS reference,B,0.8404836076822711,0.15004454072235426
