cell,method,param,x,density
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9503797205833933,3.4780857551034052
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9520275349420517,3.6831060009989307
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.95367534930071,3.9006538625121157
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.955323163659369,4.136028826238695
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9569709780180276,4.393295386093672
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.958618792376686,4.674103041493573
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9602666067353445,4.977111579896064
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.961914421094003,5.2982312967388925
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9635622354526614,5.6315487276702125
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.96521004981132,5.970567778186029
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9668578641699788,6.309358060639654
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9685056785286372,6.6433301971177885
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9701534928872957,6.9695340394838725
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.971801307245954,7.286508894382247
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9734491216046126,7.5937957230941215
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.975096935963271,7.891284942422456
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9767447503219295,8.178622655239103
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9783925646805884,8.45488140796842
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.980040379039247,8.718577475306565
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9816881933979054,8.967934598617893
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.983336007756564,9.20118681078718
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9849838221152223,9.416778528897355
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.9866316364738807,9.61350125792397
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.988279450832539,9.790712363392107
"n=1000, N=n^(3/2)",Reference (Gaussian convention),A,2.989927265191198,9.948669024542827
