seed,x_obs_current,x_obs_current_gamma0,x_obs_current_gamma1,x_obs_current_gamma2,stored_reference_mean,stored_reference_mean_t1,stored_reference_mean_t2,current_reference_mean,current_reference_mean_t1,current_reference_mean_t2,flow_mean,flow_mean_t1,flow_mean_t2,reference_mean_shift,reference_mean_shift_t1,reference_mean_shift_t2,reference_mean_shift_l2,stored_flow_kl,current_flow_kl,current_minus_stored_flow_kl,flow_posterior_sample_count,stored_reference_sample_count,current_reference_sample_count,flow_dir,current_reference_path,reference_reused,nuts_num_warmup,nuts_num_samples,nuts_thinning,nuts_num_chains,status
80,"[1.2716031074523926, 0.6125977635383606, 0.1643398404121399]",1.2716031074523926,0.6125977635383606,0.1643398404121399,"[0.5150703612804413, 0.16628462774157524]",0.5150703612804413,0.16628462774157524,"[0.5474537265896797, 0.1710133410155773]",0.5474537265896797,0.1710133410155773,"[0.5418880829453468, 0.1733969351708889]",0.5418880829453468,0.1733969351708889,"[0.032383365309238465, 0.0047287132740020665]",0.032383365309238465,0.0047287132740020665,0.03272679449593731,0.8020722886289493,0.0028666010230300634,-0.7992056876059193,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_80,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_80/nuts_current_reference.pkl,False,2000,10000,10,1,complete
81,"[1.336211919784546, 0.7417391538619995, 0.2629898488521576]",1.336211919784546,0.7417391538619995,0.2629898488521576,"[0.5614003343582153, 0.26375658831596377]",0.5614003343582153,0.26375658831596377,"[0.6404655076622963, 0.26610121455192565]",0.6404655076622963,0.26610121455192565,"[0.6443691555142402, 0.2627792884171009]",0.6443691555142402,0.2627792884171009,"[0.07906517330408092, 0.0023446262359618775]",0.07906517330408092,0.0023446262359618775,0.07909992984693924,2.957922793523362,0.03604081276846167,-2.9218819807549004,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_81,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_81/nuts_current_reference.pkl,False,2000,10000,10,1,complete
82,"[1.4196419715881348, 0.740683376789093, 0.20791204273700714]",1.4196419715881348,0.740683376789093,0.20791204273700714,"[0.6109598593354225, 0.20924359409213067]",0.6109598593354225,0.20924359409213067,"[0.6160374766945839, 0.20976280393600463]",0.6160374766945839,0.20976280393600463,"[0.6153818830251694, 0.2062230090558529]",0.6153818830251694,0.2062230090558529,"[0.005077617359161346, 0.0005192098438739634]",0.005077617359161346,0.0005192098438739634,0.005104094131972123,0.5532602227173027,0.002521964724852046,-0.5507382579924507,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_82,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_82/nuts_current_reference.pkl,False,2000,10000,10,1,complete
84,"[1.416504979133606, 0.7584565877914429, 0.1974780559539795]",1.416504979133606,0.7584565877914429,0.1974780559539795,"[0.6238496750593185, 0.20117539779543878]",0.6238496750593185,0.20117539779543878,"[0.6548612141370773, 0.20588455214500428]",0.6548612141370773,0.20588455214500428,"[0.6500148198127746, 0.20276546754837035]",0.6500148198127746,0.20276546754837035,"[0.031011539077758776, 0.004709154349565509]",0.031011539077758776,0.004709154349565509,0.03136704784737307,0.7468486961471761,0.019215527302950175,-0.7276331688442259,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_84,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_84/nuts_current_reference.pkl,False,2000,10000,10,1,complete
85,"[1.40982985496521, 0.7689968347549438, 0.2890467643737793]",1.40982985496521,0.7689968347549438,0.2890467643737793,"[0.5835222363114357, 0.28965965662002563]",0.5835222363114357,0.28965965662002563,"[0.6153947672486305, 0.28869930166006086]",0.6153947672486305,0.28869930166006086,"[0.6307256238818169, 0.2945198782801628]",0.6307256238818169,0.2945198782801628,"[0.031872530937194776, -0.0009603549599647709]",0.031872530937194776,-0.0009603549599647709,0.03188699593865134,1.506241517547346,0.09361825752070595,-1.4126232600266402,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_85,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_85/nuts_current_reference.pkl,False,2000,10000,10,1,complete
86,"[1.2067844867706299, 0.611241340637207, 0.22313562035560608]",1.2067844867706299,0.611241340637207,0.22313562035560608,"[0.47480137356519697, 0.22177118077278138]",0.47480137356519697,0.22177118077278138,"[0.5507714345693588, 0.23020650327205658]",0.5507714345693588,0.23020650327205658,"[0.5577297384142875, 0.2307503279685974]",0.5577297384142875,0.2307503279685974,"[0.07597006100416187, 0.0084353224992752]",0.07597006100416187,0.0084353224992752,0.07643693370774926,2.961499838652741,0.06263553511813677,-2.8988643035346042,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_86,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_86/nuts_current_reference.pkl,False,2000,10000,10,1,complete
87,"[1.3597092628479004, 0.6544331908226013, 0.11099836975336075]",1.3597092628479004,0.6544331908226013,0.11099836975336075,"[0.5878959405779839, 0.11248698623776436]",0.5878959405779839,0.11248698623776436,"[0.5925381729602813, 0.11022782381772996]",0.5925381729602813,0.11022782381772996,"[0.5918764601767064, 0.1102937381207943]",0.5918764601767064,0.1102937381207943,"[0.00464223238229744, -0.002259162420034405]",0.00464223238229744,-0.002259162420034405,0.005162764407887181,0.21396998217062443,0.017729288801731326,-0.1962406933688931,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_87,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_87/nuts_current_reference.pkl,False,2000,10000,10,1,complete
89,"[1.4961284399032593, 0.775392472743988, 0.23616275191307068]",1.4961284399032593,0.775392472743988,0.23616275191307068,"[0.6429054875969886, 0.2352523964703083]",0.6429054875969886,0.2352523964703083,"[0.6004222759723663, 0.2371275149345398]",0.6004222759723663,0.2371275149345398,"[0.5986183539271355, 0.2299087347507477]",0.5986183539271355,0.2299087347507477,"[-0.04248321162462232, 0.0018751184642314955]",-0.04248321162462232,0.0018751184642314955,0.04252457335702907,1.5493944485164852,0.016012727529689703,-1.5333817209867955,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_89,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_89/nuts_current_reference.pkl,False,2000,10000,10,1,complete
91,"[1.407120704650879, 0.7518553137779236, 0.22343400120735168]",1.407120704650879,0.7518553137779236,0.22343400120735168,"[0.605223364186287, 0.22617527544498445]",0.605223364186287,0.22617527544498445,"[0.6319542727947235, 0.22859266963005065]",0.6319542727947235,0.22859266963005065,"[0.6358042662143707, 0.22730561327934265]",0.6358042662143707,0.22730561327934265,"[0.02673090860843652, 0.0024173941850662017]",0.02673090860843652,0.0024173941850662017,0.02683999384647056,0.8351516191773214,4.724029996980672e-05,-0.8351043788773516,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_91,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_91/nuts_current_reference.pkl,False,2000,10000,10,1,complete
92,"[1.400132656097412, 0.7015650868415833, 0.23382438719272614]",1.400132656097412,0.7015650868415833,0.23382438719272614,"[0.5755209906935692, 0.2346517771601677]",0.5755209906935692,0.2346517771601677,"[0.5584462955713272, 0.2369998002052307]",0.5584462955713272,0.2369998002052307,"[0.5584039009094238, 0.23654088079333305]",0.5584039009094238,0.23654088079333305,"[-0.017074695122242023, 0.0023480230450630135]",-0.017074695122242023,0.0023480230450630135,0.017235382958833916,0.9698533391236366,-0.02037941355190427,-0.9902327526755409,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_92,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_92/nuts_current_reference.pkl,False,2000,10000,10,1,complete
94,"[1.4440739154815674, 0.7480283379554749, 0.1927146464586258]",1.4440739154815674,0.7480283379554749,0.1927146464586258,"[0.629636770772934, 0.19388782738447188]",0.629636770772934,0.19388782738447188,"[0.6209556606888771, 0.19126770532131196]",0.6209556606888771,0.19126770532131196,"[0.6238123289942742, 0.19601375361680984]",0.6238123289942742,0.19601375361680984,"[-0.00868111008405692, -0.0026201220631599242]",-0.00868111008405692,-0.0026201220631599242,0.009067894569158387,0.4558825371722247,0.03302668586004976,-0.42285585131217496,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_94,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_94/nuts_current_reference.pkl,False,2000,10000,10,1,complete
96,"[1.4837095737457275, 0.8000711798667908, 0.1825188249349594]",1.4837095737457275,0.8000711798667908,0.1825188249349594,"[0.6717823131680488, 0.18554056886434556]",0.6717823131680488,0.18554056886434556,"[0.6871885071277618, 0.18809348095655443]",0.6871885071277618,0.18809348095655443,"[0.6786778280854225, 0.18433773446083068]",0.6786778280854225,0.18433773446083068,"[0.015406193959712988, 0.00255291209220887]",0.015406193959712988,0.00255291209220887,0.015616279085455768,0.32691783007846564,0.05742635580861541,-0.2694914742698502,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_96,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_96/nuts_current_reference.pkl,False,2000,10000,10,1,complete
97,"[1.4678534269332886, 0.7809229493141174, 0.2654068171977997]",1.4678534269332886,0.7809229493141174,0.2654068171977997,"[0.6175023194670677, 0.26722755012512206]",0.6175023194670677,0.26722755012512206,"[0.6098674419641494, 0.27017483590841296]",0.6098674419641494,0.27017483590841296,"[0.6165173423349858, 0.2691894919812679]",0.6165173423349858,0.2691894919812679,"[-0.007634877502918247, 0.0029472857832908983]",-0.007634877502918247,0.0029472857832908983,0.008183999509589172,0.738894060552902,0.010381440639197579,-0.7285126199137044,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_97,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_97/nuts_current_reference.pkl,False,2000,10000,10,1,complete
