seed,x_obs_current,x_obs_current_gamma0,x_obs_current_gamma1,x_obs_current_gamma2,stored_reference_mean,stored_reference_mean_t1,stored_reference_mean_t2,current_reference_mean,current_reference_mean_t1,current_reference_mean_t2,flow_mean,flow_mean_t1,flow_mean_t2,reference_mean_shift,reference_mean_shift_t1,reference_mean_shift_t2,reference_mean_shift_l2,stored_flow_kl,current_flow_kl,current_minus_stored_flow_kl,flow_posterior_sample_count,stored_reference_sample_count,current_reference_sample_count,flow_dir,current_reference_path,reference_reused,nuts_num_warmup,nuts_num_samples,nuts_thinning,nuts_num_chains,status
34,"[1.3263291120529175, 0.6550682187080383, 0.22471299767494202]",1.3263291120529175,0.6550682187080383,0.22471299767494202,"[0.5298602785110473, 0.22518891079425812]",0.5298602785110473,0.22518891079425812,"[0.5422584228754044, 0.22848096542358398]",0.5422584228754044,0.22848096542358398,"[0.5398933111667633, 0.2285599681019783]",0.5398933111667633,0.2285599681019783,"[0.012398144364357044, 0.003292054629325858]",0.012398144364357044,0.003292054629325858,0.012827767045043504,0.74290958038207,0.017293072184622806,-0.7256165081974472,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_34,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_34/nuts_current_reference.pkl,False,2000,10000,10,1,complete
35,"[1.3260266780853271, 0.6785081624984741, 0.19987760484218597]",1.3260266780853271,0.6785081624984741,0.19987760484218597,"[0.5536268010854721, 0.20242394219636917]",0.5536268010854721,0.20242394219636917,"[0.5889664757490158, 0.20610116516947746]",0.5889664757490158,0.20610116516947746,"[0.587285918623209, 0.20369367384314538]",0.587285918623209,0.20369367384314538,"[0.03533967466354371, 0.003677222973108296]",0.03533967466354371,0.003677222973108296,0.03553047387974256,0.9723299939345668,-0.007158902516419814,-0.9794888964509866,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_35,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_35/nuts_current_reference.pkl,False,2000,10000,10,1,complete
37,"[1.4187264442443848, 0.7294225096702576, 0.18286138772964478]",1.4187264442443848,0.7294225096702576,0.18286138772964478,"[0.6161993009686471, 0.18432770531773568]",0.6161993009686471,0.18432770531773568,"[0.6168262603282928, 0.18307877761125566]",0.6168262603282928,0.18307877761125566,"[0.6131865964591503, 0.19184951311349868]",0.6131865964591503,0.19184951311349868,"[0.0006269593596457401, -0.0012489277064800242]",0.0006269593596457401,-0.0012489277064800242,0.0013974614322623897,0.4485316665249294,0.051208829505640714,-0.39732283701928867,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_37,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_37/nuts_current_reference.pkl,False,2000,10000,10,1,complete
40,"[1.30490243434906, 0.6645252704620361, 0.23310863971710205]",1.30490243434906,0.6645252704620361,0.23310863971710205,"[0.5266912121653556, 0.23341975032091142]",0.5266912121653556,0.23341975032091142,"[0.5629376376986504, 0.237259330534935]",0.5629376376986504,0.237259330534935,"[0.5718077920675277, 0.24452491369247437]",0.5718077920675277,0.24452491369247437,"[0.03624642553329471, 0.0038395802140235857]",0.03624642553329471,0.0038395802140235857,0.036449221393064085,1.323363488858943,0.05746805497284072,-1.2658954338861022,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_40,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_40/nuts_current_reference.pkl,False,2000,10000,10,1,complete
42,"[1.5185701847076416, 0.8263365626335144, 0.27922555804252625]",1.5185701847076416,0.8263365626335144,0.27922555804252625,"[0.6525893991351127, 0.2805953780055046]",0.6525893991351127,0.2805953780055046,"[0.634275065612793, 0.28501527985334396]",0.634275065612793,0.28501527985334396,"[0.6389215663611889, 0.29110081572532653]",0.6389215663611889,0.29110081572532653,"[-0.018314333522319703, 0.004419901847839358]",-0.018314333522319703,0.004419901847839358,0.01884012592079196,0.982240086229021,0.011462984843461445,-0.9707771013855596,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_42,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_42/nuts_current_reference.pkl,False,2000,10000,10,1,complete
43,"[1.3442471027374268, 0.7140327095985413, 0.22740574181079865]",1.3442471027374268,0.7140327095985413,0.22740574181079865,"[0.5665838913202286, 0.2294904909968376]",0.5665838913202286,0.2294904909968376,"[0.614141483604908, 0.23362237766981125]",0.614141483604908,0.23362237766981125,"[0.619107732796669, 0.2396147717654705]",0.619107732796669,0.2396147717654705,"[0.04755759228467937, 0.00413188667297365]",0.04755759228467937,0.00413188667297365,0.04773674759966469,1.590528700411737,0.026821279109308514,-1.5637074213024285,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_43,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_43/nuts_current_reference.pkl,False,2000,10000,10,1,complete
44,"[1.3268057107925415, 0.6769999265670776, 0.1810476928949356]",1.3268057107925415,0.6769999265670776,0.1810476928949356,"[0.5605433716416359, 0.18402404276132583]",0.5605433716416359,0.18402404276132583,"[0.5989940441131592, 0.18887112857699395]",0.5989940441131592,0.18887112857699395,"[0.5925333908557892, 0.1963854831278324]",0.5925333908557892,0.1963854831278324,"[0.03845067247152323, 0.004847085815668117]",0.03845067247152323,0.004847085815668117,0.03875497973701967,0.7424885551748615,0.010657984191856039,-0.7318305709830054,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_44,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_44/nuts_current_reference.pkl,False,2000,10000,10,1,complete
45,"[1.4579427242279053, 0.7991777658462524, 0.23869551718235016]",1.4579427242279053,0.7991777658462524,0.23869551718235016,"[0.6368002008199691, 0.24162185921669008]",0.6368002008199691,0.24162185921669008,"[0.6602927349567413, 0.2427809162259102]",0.6602927349567413,0.2427809162259102,"[0.663069040441513, 0.24240325468182564]",0.663069040441513,0.24240325468182564,"[0.023492534136772214, 0.0011590570092201158]",0.023492534136772214,0.0011590570092201158,0.023521109100508635,0.815536035844073,0.01749063847828359,-0.7980453973657894,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_45,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_45/nuts_current_reference.pkl,False,2000,10000,10,1,complete
46,"[1.456367015838623, 0.7552902698516846, 0.3085747957229614]",1.456367015838623,0.7552902698516846,0.3085747957229614,"[0.584915625166893, 0.30997123017311096]",0.584915625166893,0.30997123017311096,"[0.5671445183515549, 0.32033348726034166]",0.5671445183515549,0.32033348726034166,"[0.563530619341135, 0.3133708831012249]",0.563530619341135,0.3133708831012249,"[-0.01777110681533811, 0.010362257087230708]",-0.01777110681533811,0.010362257087230708,0.020571548541226052,1.113224447609114,0.002280287216023992,-1.11094416039309,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_46,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_46/nuts_current_reference.pkl,False,2000,10000,10,1,complete
47,"[1.502944827079773, 0.7982450127601624, 0.21261289715766907]",1.502944827079773,0.7982450127601624,0.21261289715766907,"[0.6609628972887993, 0.21425827506780623]",0.6609628972887993,0.21425827506780623,"[0.6443217821240426, 0.20829919130802155]",0.6443217821240426,0.20829919130802155,"[0.6566081139862537, 0.2072534971833229]",0.6566081139862537,0.2072534971833229,"[-0.016641115164756748, -0.0059590837597846835]",-0.016641115164756748,-0.0059590837597846835,0.0176758986527652,0.5062252553989289,0.13114147452495578,-0.37508378087397315,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_47,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_47/nuts_current_reference.pkl,False,2000,10000,10,1,complete
48,"[1.4670400619506836, 0.7934530973434448, 0.20851975679397583]",1.4670400619506836,0.7934530973434448,0.20851975679397583,"[0.6527222148537636, 0.21107859165668488]",0.6527222148537636,0.21107859165668488,"[0.6668153354644776, 0.21288416944742203]",0.6668153354644776,0.21288416944742203,"[0.6680840745806694, 0.20772969818711282]",0.6680840745806694,0.20772969818711282,"[0.014093120610713994, 0.001805577790737145]",0.014093120610713994,0.001805577790737145,0.014208313049286844,0.49475570862664836,0.01823222836943088,-0.47652348025721747,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_48,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_48/nuts_current_reference.pkl,False,2000,10000,10,1,complete
49,"[1.5684051513671875, 0.846468985080719, 0.285311758518219]",1.5684051513671875,0.846468985080719,0.285311758518219,"[0.6724376511573792, 0.2850479887723923]",0.6724376511573792,0.2850479887723923,"[0.6296980109810829, 0.29892486535310747]",0.6296980109810829,0.29892486535310747,"[0.6388513387441636, 0.2976127520561218]",0.6388513387441636,0.2976127520561218,"[-0.04273964017629628, 0.01387687658071518]",-0.04273964017629628,0.01387687658071518,0.04493600500751797,1.3573231411510616,0.04710001515591992,-1.3102231259951416,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_49,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_49/nuts_current_reference.pkl,False,2000,10000,10,1,complete
50,"[1.5303428173065186, 0.8084275126457214, 0.21654948592185974]",1.5303428173065186,0.8084275126457214,0.21654948592185974,"[0.6778501741886139, 0.2154516730725765]",0.6778501741886139,0.2154516730725765,"[0.6382036145925521, 0.20958642628192903]",0.6382036145925521,0.20958642628192903,"[0.640194666916132, 0.20884789185523986]",0.640194666916132,0.20884789185523986,"[-0.03964655959606178, -0.0058652467906474826]",-0.03964655959606178,-0.0058652467906474826,0.040078058931531095,0.9870256175883705,0.020524698648836014,-0.9665009189395345,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_50,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_50/nuts_current_reference.pkl,False,2000,10000,10,1,complete
51,"[1.441043496131897, 0.7914063334465027, 0.3054853081703186]",1.441043496131897,0.7914063334465027,0.3054853081703186,"[0.6000265741109848, 0.30567170563936236]",0.6000265741109848,0.30567170563936236,"[0.6186481335043907, 0.3054489276409149]",0.6186481335043907,0.3054489276409149,"[0.6125736248493194, 0.3064126180589199]",0.6125736248493194,0.3064126180589199,"[0.01862155939340593, -0.00022277799844744317]",0.01862155939340593,-0.00022277799844744317,0.01862289194187457,0.9974101598988839,0.0399211358652453,-0.9574890240336387,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_51,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_51/nuts_current_reference.pkl,False,2000,10000,10,1,complete
52,"[1.3638641834259033, 0.6484910845756531, 0.11550690978765488]",1.3638641834259033,0.6484910845756531,0.11550690978765488,"[0.5851178659915924, 0.11549433563351631]",0.5851178659915924,0.11549433563351631,"[0.5764752443671226, 0.11103764684200287]",0.5764752443671226,0.11103764684200287,"[0.5745213425517082, 0.10321725997328758]",0.5745213425517082,0.10321725997328758,"[-0.008642621624469826, -0.0044566887915134384]",-0.008642621624469826,-0.0044566887915134384,0.009724041522338073,0.30349864896446654,0.021984272757602463,-0.2815143762068641,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_52,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_52/nuts_current_reference.pkl,False,2000,10000,10,1,complete
53,"[1.3890336751937866, 0.7000218629837036, 0.2089294046163559]",1.3890336751937866,0.7000218629837036,0.2089294046163559,"[0.5822041877269745, 0.21025573012828827]",0.5822041877269745,0.21025573012828827,"[0.5754634882569313, 0.21079571269750594]",0.5754634882569313,0.21079571269750594,"[0.572960483944416, 0.20961473695635796]",0.572960483944416,0.20961473695635796,"[-0.006740699470043188, 0.0005399825692176674]",-0.006740699470043188,0.0005399825692176674,0.00676229328855969,0.6695842793528377,0.026849479034439596,-0.6427348003183981,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_53,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_53/nuts_current_reference.pkl,False,2000,10000,10,1,complete
54,"[1.5395686626434326, 0.8174103498458862, 0.25816810131073]",1.5395686626434326,0.8174103498458862,0.25816810131073,"[0.6664476624011993, 0.25749038360118864]",0.6664476624011993,0.25749038360118864,"[0.6204759331703186, 0.2633636712193489]",0.6204759331703186,0.2633636712193489,"[0.6204450969040394, 0.2577437670171261]",0.6204450969040394,0.2577437670171261,"[-0.045971729230880776, 0.00587328761816025]",-0.045971729230880776,0.00587328761816025,0.04634539239151021,1.4568801806724696,0.03494273817723248,-1.4219374424952371,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_54,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_54/nuts_current_reference.pkl,False,2000,10000,10,1,complete
56,"[1.2385634183883667, 0.5661535859107971, 0.11173687875270844]",1.2385634183883667,0.5661535859107971,0.11173687875270844,"[0.49734160341024397, 0.11456566385626793]",0.49734160341024397,0.11456566385626793,"[0.5315307713866234, 0.11937749728560448]",0.5315307713866234,0.11937749728560448,"[0.5269383995175362, 0.11313391060233116]",0.5269383995175362,0.11313391060233116,"[0.03418916797637944, 0.004811833429336554]",0.03418916797637944,0.004811833429336554,0.03452611979167034,0.6532807245200631,0.007875359257268887,-0.6454053652627942,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_56,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_56/nuts_current_reference.pkl,False,2000,10000,10,1,complete
58,"[1.3662461042404175, 0.6784864664077759, 0.15821057558059692]",1.3662461042404175,0.6784864664077759,0.15821057558059692,"[0.5837288890719414, 0.15993021184206008]",0.5837288890719414,0.15993021184206008,"[0.5907051449656486, 0.16049938450455667]",0.5907051449656486,0.16049938450455667,"[0.5877781239628792, 0.158967381554842]",0.5877781239628792,0.158967381554842,"[0.006976255893707206, 0.000569172662496592]",0.006976255893707206,0.000569172662496592,0.006999435964005814,0.36822572876008747,0.005683467750641564,-0.3625422610094459,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_58,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_58/nuts_current_reference.pkl,False,2000,10000,10,1,complete
59,"[1.4333983659744263, 0.7350946068763733, 0.22485016286373138]",1.4333983659744263,0.7350946068763733,0.22485016286373138,"[0.6065961972713471, 0.2258642010807991]",0.6065961972713471,0.2258642010807991,"[0.5887167169928551, 0.2262079429268837]",0.5887167169928551,0.2262079429268837,"[0.5864954405009747, 0.22469105663895608]",0.5864954405009747,0.22469105663895608,"[-0.017879480278491955, 0.0003437418460845998]",-0.017879480278491955,0.0003437418460845998,0.01788278427666487,0.7601673836114251,0.02005131812529383,-0.7401160654861313,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_59,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_59/nuts_current_reference.pkl,False,2000,10000,10,1,complete
60,"[1.3696329593658447, 0.6806609630584717, 0.11875828355550766]",1.3696329593658447,0.6806609630584717,0.11875828355550766,"[0.6018109139442444, 0.12199378291964531]",0.6018109139442444,0.12199378291964531,"[0.6226198879361152, 0.12489694314599037]",0.6226198879361152,0.12489694314599037,"[0.6226373442232609, 0.11919625079035759]",0.6226373442232609,0.11919625079035759,"[0.02080897399187087, 0.0029031602263450557]",0.02080897399187087,0.0029031602263450557,0.021010514936435763,0.40722396712155823,-0.022013818338446338,-0.4292377854600046,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_60,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_60/nuts_current_reference.pkl,False,2000,10000,10,1,complete
62,"[1.3717999458312988, 0.7014344930648804, 0.18791082501411438]",1.3717999458312988,0.7014344930648804,0.18791082501411438,"[0.583926097869873, 0.19015978810191153]",0.583926097869873,0.19015978810191153,"[0.6017729916930199, 0.1921139243721962]",0.6017729916930199,0.1921139243721962,"[0.6030132121622562, 0.19848727598190308]",0.6030132121622562,0.19848727598190308,"[0.01784689382314686, 0.0019541362702846787]",0.01784689382314686,0.0019541362702846787,0.01795355863603424,0.6998981436176851,0.018102219317302964,-0.6817959243003822,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_62,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_62/nuts_current_reference.pkl,False,2000,10000,10,1,complete
63,"[1.4741650819778442, 0.7779344320297241, 0.26978376507759094]",1.4741650819778442,0.7779344320297241,0.26978376507759094,"[0.6199464433670044, 0.27131082005500795]",0.6199464433670044,0.27131082005500795,"[0.6000541188836098, 0.2758129696130753]",0.6000541188836098,0.2758129696130753,"[0.5982097204327583, 0.27198975985646245]",0.5982097204327583,0.27198975985646245,"[-0.01989232448339462, 0.004502149558067325]",-0.01989232448339462,0.004502149558067325,0.020395438803709687,1.1132032618479608,0.027078734466461255,-1.0861245273814994,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_63,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_63/nuts_current_reference.pkl,False,2000,10000,10,1,complete
64,"[1.3446216583251953, 0.6937787532806396, 0.25874507427215576]",1.3446216583251953,0.6937787532806396,0.25874507427215576,"[0.5434958573937416, 0.2589583787202835]",0.5434958573937416,0.2589583787202835,"[0.5669228499412536, 0.26144323499202726]",0.5669228499412536,0.26144323499202726,"[0.5754494469881057, 0.2596135335803032]",0.5754494469881057,0.2596135335803032,"[0.023426992547512016, 0.002484856271743774]",0.023426992547512016,0.002484856271743774,0.023558405941667783,1.1168757711962674,0.06247564014597098,-1.0544001310502964,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_64,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_64/nuts_current_reference.pkl,False,2000,10000,10,1,complete
65,"[1.2812182903289795, 0.6028224229812622, 0.11529885232448578]",1.2812182903289795,0.6028224229812622,0.11529885232448578,"[0.5310036718249321, 0.11831592721939087]",0.5310036718249321,0.11831592721939087,"[0.5588444707512855, 0.12242456259727479]",0.5588444707512855,0.12242456259727479,"[0.561217058211565, 0.12427792851924896]",0.561217058211565,0.12427792851924896,"[0.027840798926353383, 0.004108635377883918]",0.027840798926353383,0.004108635377883918,0.028142334116523438,0.5799562981699193,0.019580137335377536,-0.5603761608345418,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_65,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_65/nuts_current_reference.pkl,False,2000,10000,10,1,complete
66,"[1.379838228225708, 0.7376760244369507, 0.26271116733551025]",1.379838228225708,0.7376760244369507,0.26271116733551025,"[0.5729979989409447, 0.2635216239929199]",0.5729979989409447,0.2635216239929199,"[0.604151840376854, 0.2649788104891777]",0.604151840376854,0.2649788104891777,"[0.605673266196251, 0.26113473557233813]",0.605673266196251,0.26113473557233813,"[0.03115384143590927, 0.0014571864962578118]",0.03115384143590927,0.0014571864962578118,0.031187901960514325,1.2617748502309367,0.03203659032946945,-1.2297382599014672,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_66,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_66/nuts_current_reference.pkl,False,2000,10000,10,1,complete
67,"[1.3149656057357788, 0.6752610206604004, 0.17330096662044525]",1.3149656057357788,0.6752610206604004,0.17330096662044525,"[0.5588281152844429, 0.1769028115451336]",0.5588281152844429,0.1769028115451336,"[0.610522468662262, 0.18495440130233765]",0.610522468662262,0.18495440130233765,"[0.61529278652668, 0.18012743013501167]",0.61529278652668,0.18012743013501167,"[0.051694353377819136, 0.008051589757204047]",0.051694353377819136,0.008051589757204047,0.052317628661562574,1.704378353967171,0.028377698525450686,-1.6760006554417204,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_67,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_67/nuts_current_reference.pkl,False,2000,10000,10,1,complete
68,"[1.338550090789795, 0.681147575378418, 0.14162632822990417]",1.338550090789795,0.681147575378418,0.14162632822990417,"[0.5765824714183807, 0.14750030403137207]",0.5765824714183807,0.14750030403137207,"[0.6274718799710274, 0.15631350521445275]",0.6274718799710274,0.15631350521445275,"[0.6385742102444172, 0.15149526836276053]",0.6385742102444172,0.15149526836276053,"[0.050889408552646676, 0.008813201183080682]",0.050889408552646676,0.008813201183080682,0.051646920701351046,1.641291018883262,0.09145307728808234,-1.5498379415951795,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_68,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_68/nuts_current_reference.pkl,False,2000,10000,10,1,complete
69,"[1.4493050575256348, 0.7128524780273438, 0.1937103569507599]",1.4493050575256348,0.7128524780273438,0.1937103569507599,"[0.6179091825008393, 0.1905832304894924]",0.6179091825008393,0.1905832304894924,"[0.5654359514832497, 0.18830694971084594]",0.5654359514832497,0.18830694971084594,"[0.5654797624111175, 0.18056474089622498]",0.5654797624111175,0.18056474089622498,"[-0.052473231017589606, -0.0022762807786464723]",-0.052473231017589606,-0.0022762807786464723,0.05252258016899554,1.509090345456808,0.06498798600258007,-1.444102359454228,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_69,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_69/nuts_current_reference.pkl,False,2000,10000,10,1,complete
70,"[1.371273398399353, 0.6618296504020691, 0.13979439437389374]",1.371273398399353,0.6618296504020691,0.13979439437389374,"[0.5812054360628128, 0.14078100434541702]",0.5812054360628128,0.14078100434541702,"[0.5743137510418892, 0.13638732084035873]",0.5743137510418892,0.13638732084035873,"[0.5785583065390587, 0.13896543104052544]",0.5785583065390587,0.13896543104052544,"[-0.0068916850209236324, -0.004393683505058282]",-0.0068916850209236324,-0.004393683505058282,0.008173113064814679,0.37842861576594344,0.03816845030778859,-0.34026016545815485,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_70,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_70/nuts_current_reference.pkl,False,2000,10000,10,1,complete
71,"[1.422143816947937, 0.7202866077423096, 0.1856687217950821]",1.422143816947937,0.7202866077423096,0.1856687217950821,"[0.6127482254147529, 0.18581138150691986]",0.6127482254147529,0.18581138150691986,"[0.5980387216925621, 0.18355757079124452]",0.5980387216925621,0.18355757079124452,"[0.5926797156095505, 0.18154829341769219]",0.5926797156095505,0.18154829341769219,"[-0.01470950372219082, -0.0022538107156753473]",-0.01470950372219082,-0.0022538107156753473,0.014881168048753383,0.6501950017481218,0.006934922795257843,-0.643260078952864,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_71,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_71/nuts_current_reference.pkl,False,2000,10000,10,1,complete
72,"[1.3314577341079712, 0.6466417908668518, 0.12939871847629547]",1.3314577341079712,0.6466417908668518,0.12939871847629547,"[0.5669326574206353, 0.13204758375883102]",0.5669326574206353,0.13204758375883102,"[0.5847681627511978, 0.13417894077301026]",0.5847681627511978,0.13417894077301026,"[0.5768698288798332, 0.13221158741712571]",0.5768698288798332,0.13221158741712571,"[0.01783550533056255, 0.0021313570141792415]",0.01783550533056255,0.0021313570141792415,0.017962403322451487,0.28818149394087794,0.05942586955002792,-0.22875562439085,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_72,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_72/nuts_current_reference.pkl,False,2000,10000,10,1,complete
73,"[1.2280751466751099, 0.5806949138641357, 0.15136410295963287]",1.2280751466751099,0.5806949138641357,0.15136410295963287,"[0.4882963720560074, 0.15378293642401694]",0.4882963720560074,0.15378293642401694,"[0.5349812234401703, 0.1609871218562126]",0.5349812234401703,0.1609871218562126,"[0.537360267317295, 0.15796056051254273]",0.537360267317295,0.15796056051254273,"[0.046684851384162895, 0.00720418543219567]",0.046684851384162895,0.00720418543219567,0.047237438928278454,1.3832175759269825,-0.02012183512916097,-1.4033394110561435,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_73,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_73/nuts_current_reference.pkl,False,2000,10000,10,1,complete
75,"[1.441665768623352, 0.7521541714668274, 0.1779339611530304]",1.441665768623352,0.7521541714668274,0.1779339611530304,"[0.6381850315451622, 0.1798176474034786]",0.6381850315451622,0.1798176474034786,"[0.6408348932981491, 0.17805315880179406]",0.6408348932981491,0.17805315880179406,"[0.6341726016759872, 0.1782652609705925]",0.6341726016759872,0.1782652609705925,"[0.0026498617529869817, -0.001764488601684544]",0.0026498617529869817,-0.001764488601684544,0.0031835808982053396,0.4309736967580264,0.017741849721883016,-0.41323184703614335,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_75,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_75/nuts_current_reference.pkl,False,2000,10000,10,1,complete
76,"[1.2459110021591187, 0.6470093727111816, 0.28522375226020813]",1.2459110021591187,0.6470093727111816,0.28522375226020813,"[0.4816173330783844, 0.2798348922967911]",0.4816173330783844,0.2798348922967911,"[0.5445089808106423, 0.2827071033835411]",0.5445089808106423,0.2827071033835411,"[0.5391135923027992, 0.283381272149086]",0.5391135923027992,0.283381272149086,"[0.06289164773225786, 0.0028722110867500095]",0.06289164773225786,0.0028722110867500095,0.06295719935801834,1.4840177526359568,0.05906871162139983,-1.4249490410145569,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_76,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_76/nuts_current_reference.pkl,False,2000,10000,10,1,complete
77,"[1.478156328201294, 0.783421516418457, 0.24594064056873322]",1.478156328201294,0.783421516418457,0.24594064056873322,"[0.6349744779586792, 0.2462345107793808]",0.6349744779586792,0.2462345107793808,"[0.6174382226705551, 0.2482920068860054]",0.6174382226705551,0.2482920068860054,"[0.6194277705848217, 0.25574922151565554]",0.6194277705848217,0.25574922151565554,"[-0.01753625528812408, 0.00205749610662459]",-0.01753625528812408,0.00205749610662459,0.01765654382258983,0.8872710857455646,-0.004191778876988365,-0.891462864622553,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_77,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_77/nuts_current_reference.pkl,False,2000,10000,10,1,complete
78,"[1.4608722925186157, 0.7497575283050537, 0.19022177159786224]",1.4608722925186157,0.7497575283050537,0.19022177159786224,"[0.6394458226680756, 0.18966582620739936]",0.6394458226680756,0.18966582620739936,"[0.6138552013516426, 0.18428894953131675]",0.6138552013516426,0.18428894953131675,"[0.6115421938955784, 0.18106372507214546]",0.6115421938955784,0.18106372507214546,"[-0.02559062131643297, -0.005376876676082609]",-0.02559062131643297,-0.005376876676082609,0.026149392003464913,0.8536743671605681,-0.02305123047426329,-0.8767255976348314,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_78,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_78/nuts_current_reference.pkl,False,2000,10000,10,1,complete
79,"[1.2498613595962524, 0.5976178646087646, 0.10806648433208466]",1.2498613595962524,0.5976178646087646,0.10806648433208466,"[0.5198455822229385, 0.11314127961993217]",0.5198455822229385,0.11314127961993217,"[0.5772700156569481, 0.12449620391130448]",0.5772700156569481,0.12449620391130448,"[0.5782753343582153, 0.12155995880961418]",0.5782753343582153,0.12155995880961418,"[0.0574244334340096, 0.011354924291372304]",0.0574244334340096,0.011354924291372304,0.05853631232730498,1.5779666072053218,0.02979689205165536,-1.5481697151536664,10000,10000,10000,res/ma2_b0/npe_n_obs_1000_n_sims_1000000_seed_79,res/ma2_b0/current_reference_refresh_n_obs_1000_seed_79/nuts_current_reference.pkl,False,2000,10000,10,1,complete
