n,N,N_label,standard_paper_grid,seed,flow_theta_kl,gaussian_theta_kl
100,10000,N=n^2,1,53,6.662294139161447,3.672851682008503
100,10000,N=n^2,1,54,4.152077405541934,5.152782091634746
100,10000,N=n^2,1,55,4.792465862108156,3.854580672901088
100,10000,N=n^2,1,56,5.585826780760166,4.212102712657935
100,10000,N=n^2,1,57,4.163109255140721,3.460287459938055
100,10000,N=n^2,1,58,4.0828401266484455,4.386191839171871
100,10000,N=n^2,1,59,4.722810281520148,3.987163226915728
100,10000,N=n^2,1,60,4.144307857832629,3.463330720359072
100,10000,N=n^2,1,61,5.497922380956616,4.548119675939255
100,10000,N=n^2,1,62,5.343205397586051,5.250045831754863
100,10000,N=n^2,1,63,5.2212858810378036,4.545740397973006
100,10000,N=n^2,1,64,3.865180487900727,4.231645895691914
100,10000,N=n^2,1,65,4.299529192066964,3.801508691267593
100,10000,N=n^2,1,66,4.054766773592946,3.090565812263264
100,10000,N=n^2,1,67,4.7629937539367555,6.370410742497244
100,10000,N=n^2,1,68,4.2014067856463475,3.281173559499634
100,10000,N=n^2,1,69,4.289220017367186,3.4934197820330426
100,10000,N=n^2,1,70,5.09828507505019,3.4547779970713344
100,10000,N=n^2,1,71,4.084536974518844,3.838781160195014
100,10000,N=n^2,1,72,4.705135758150151,5.049631236300751
100,10000,N=n^2,1,73,4.199042235471912,3.5301272320694905
100,10000,N=n^2,1,74,5.905160453147917,3.918412475788048
100,10000,N=n^2,1,75,5.192525538819804,3.9113432615488617
100,10000,N=n^2,1,76,4.245738099403011,4.566176296018883
100,10000,N=n^2,1,77,7.1062974945117405,3.461828644130565
100,10000,N=n^2,1,78,7.624273971908078,4.234528983918567
100,10000,N=n^2,1,79,4.167106630514348,3.575631326454991
100,10000,N=n^2,1,80,5.097845442191917,3.759015152994095
100,10000,N=n^2,1,81,4.3928187793050055,4.456780767606188
100,10000,N=n^2,1,82,4.05773809428958,3.9871701211695822
100,10000,N=n^2,1,83,4.949492346133698,5.064511657032062
100,10000,N=n^2,1,84,3.849587933609652,3.6179464011463978
100,10000,N=n^2,1,85,4.472887950127981,4.521574098935176
100,10000,N=n^2,1,86,3.791745845450748,4.571992035963809
100,10000,N=n^2,1,87,5.195818859711618,4.6473415632395465
100,10000,N=n^2,1,88,3.8991067782054185,2.8463585094972257
100,10000,N=n^2,1,89,4.719551562362156,4.052825861206242
100,10000,N=n^2,1,90,4.510446689662974,3.731306838978951
100,10000,N=n^2,1,91,6.185908661805844,4.785832882914308
100,10000,N=n^2,1,92,4.3303402733080585,4.064034849873137
100,10000,N=n^2,1,93,5.635113827662994,4.253732261549212
100,10000,N=n^2,1,94,3.5652491009253273,3.879514027250566
100,10000,N=n^2,1,95,5.559072149868637,3.5494536704593513
100,10000,N=n^2,1,96,3.633082326018134,5.078046118761655
100,10000,N=n^2,1,97,5.3175921046458186,4.957386118882469
100,10000,N=n^2,1,98,3.924112916669285,4.051622002484298
100,10000,N=n^2,1,99,5.595604099032402,4.120520973421997
100,10000,N=n^2,1,100,4.504441176503043,4.444809054895038
500,500,N=n,1,0,8.978846661069564,8.879784209005155
500,500,N=n,1,1,7.495205729085941,11.720390861604926
500,500,N=n,1,2,11.55171764234178,8.566390035397767
500,500,N=n,1,3,8.692194553747052,7.986909328120868
500,500,N=n,1,4,9.918577071674598,7.65019421462717
500,500,N=n,1,5,8.819447367416167,9.960547535501076
500,500,N=n,1,6,8.706687243908528,8.146963319146659
500,500,N=n,1,7,9.493726671546083,7.641457092026481
500,500,N=n,1,8,10.122625728686293,8.562538125109509
500,500,N=n,1,9,7.332519923472597,7.305386032074115
500,500,N=n,1,10,9.948085281260344,9.151175207004677
500,500,N=n,1,11,7.264369818791351,9.407766939037502
500,500,N=n,1,12,11.974054999533822,10.170636341704336
500,500,N=n,1,13,8.975426202323762,9.276228770166972
500,500,N=n,1,14,9.35450652732754,8.017282041528023
500,500,N=n,1,15,11.911755371677456,8.766576095052747
500,500,N=n,1,16,9.449766774237624,11.35289617149223
500,500,N=n,1,17,9.914427307549945,7.621943003074681
500,500,N=n,1,18,7.458502973242385,8.28676771171026
500,500,N=n,1,19,7.910991365817629,8.567459211231784
500,500,N=n,1,20,7.754708264052018,7.918643770860926
500,500,N=n,1,21,9.156661125393772,8.470147892623292
500,500,N=n,1,22,7.852323365126526,7.742880322193107
500,500,N=n,1,23,10.15665318593974,8.968208080635494
500,500,N=n,1,24,11.48584737446934,7.838699999089432
500,500,N=n,1,25,8.668626873834942,8.209887550341739
500,500,N=n,1,26,10.733893944955527,8.698903790360887
500,500,N=n,1,27,11.60134809737886,7.288482615442656
500,500,N=n,1,28,11.159622096348212,6.992572090239236
500,500,N=n,1,29,8.201895971550302,8.261339978549735
500,500,N=n,1,30,10.642973810606462,8.792457075543357
500,500,N=n,1,31,6.975481862554598,8.102641506287538
500,500,N=n,1,32,8.722576018348402,8.72455833065361
500,500,N=n,1,33,9.995327176989765,8.460729023907566
