method,n_obs,n_sims,budget_label,seed,delta0,pbs_array_index,pbs_job_id,pbs_exit_status,pbs_walltime,pbs_reason,pbs_stdout,pbs_stderr,output_dir,delta_dir,complete,status,missing_files,partial_files_present,partial_files,kl,mmd,kl_finite,mmd_finite,metrics_status,reference_shape,posterior_shape,shape_ok,metrics_json,kl_txt,mmd_txt,reference_samples_npz,posterior_samples_npz
gaussian_npe,500,500,N=n,56,1.0,2077,,,,,,,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/config.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/delta_0_1/gaussian_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/delta_0_1/gaussian_npe_standardised_posterior.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/standardisation.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/training_metadata.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/validation_curve.csv,0.16897805224764173,0.0012444257736206055,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_56/delta_0_1/gaussian_npe_posterior_samples.npz
gaussian_npe,500,500,N=n,57,1.0,2078,,,,,,,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/config.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/delta_0_1/gaussian_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/delta_0_1/gaussian_npe_standardised_posterior.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/standardisation.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/training_metadata.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/validation_curve.csv,0.2386199407505398,0.011279702186584473,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_57/delta_0_1/gaussian_npe_posterior_samples.npz
gaussian_npe,500,500,N=n,58,1.0,2079,,,,,,,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/config.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/delta_0_1/gaussian_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/delta_0_1/gaussian_npe_standardised_posterior.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/standardisation.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/training_metadata.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/validation_curve.csv,0.059450076959482845,0.0032300949096679688,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_58/delta_0_1/gaussian_npe_posterior_samples.npz
gaussian_npe,500,500,N=n,59,1.0,2080,,,,,,,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/config.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/delta_0_1/gaussian_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/delta_0_1/gaussian_npe_standardised_posterior.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/standardisation.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/training_metadata.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/validation_curve.csv,0.16999355491530474,0.005486011505126953,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_59/delta_0_1/gaussian_npe_posterior_samples.npz
gaussian_npe,500,500,N=n,60,1.0,2081,,,,,,,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/config.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/delta_0_1/gaussian_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/delta_0_1/gaussian_npe_standardised_posterior.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/standardisation.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/training_metadata.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/validation_curve.csv,0.20024186397581406,0.002274036407470703,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_60/delta_0_1/gaussian_npe_posterior_samples.npz
gaussian_npe,500,500,N=n,61,1.0,2082,,,,,,,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/config.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/delta_0_1/gaussian_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/delta_0_1/gaussian_npe_standardised_posterior.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/standardisation.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/training_metadata.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/validation_curve.csv,0.20698187407632604,0.002835392951965332,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_61/delta_0_1/gaussian_npe_posterior_samples.npz
gaussian_npe,500,500,N=n,62,1.0,2083,,,,,,,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/config.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/delta_0_1/gaussian_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/delta_0_1/gaussian_npe_standardised_posterior.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/standardisation.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/training_metadata.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/validation_curve.csv,0.06308503562555884,0.0007197856903076172,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_62/delta_0_1/gaussian_npe_posterior_samples.npz
gaussian_npe,500,500,N=n,63,1.0,2084,,,,,,,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/config.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/delta_0_1/gaussian_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/delta_0_1/gaussian_npe_standardised_posterior.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/standardisation.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/training_metadata.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/validation_curve.csv,0.34887982799945855,0.015381574630737305,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_63/delta_0_1/gaussian_npe_posterior_samples.npz
gaussian_npe,500,500,N=n,64,1.0,2085,,,,,,,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/config.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/delta_0_1/gaussian_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/delta_0_1/gaussian_npe_standardised_posterior.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/standardisation.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/training_metadata.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/validation_curve.csv,0.2114239763980871,0.015606403350830078,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_64/delta_0_1/gaussian_npe_posterior_samples.npz
gaussian_npe,500,500,N=n,65,1.0,2086,,,,,,,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/config.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/delta_0_1/gaussian_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/delta_0_1/gaussian_npe_standardised_posterior.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/standardisation.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/training_metadata.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/validation_curve.csv,2.874250645778392,0.25906312465667725,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_65/delta_0_1/gaussian_npe_posterior_samples.npz
gaussian_npe,500,500,N=n,66,1.0,2087,,,,,,,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/config.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/delta_0_1/gaussian_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/delta_0_1/gaussian_npe_standardised_posterior.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/standardisation.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/training_metadata.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/validation_curve.csv,0.3842886658002011,0.016959428787231445,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_66/delta_0_1/gaussian_npe_posterior_samples.npz
gaussian_npe,500,500,N=n,67,1.0,2088,,,,,,,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/config.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/delta_0_1/gaussian_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/delta_0_1/gaussian_npe_standardised_posterior.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/standardisation.npz;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/training_metadata.json;res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/validation_curve.csv,0.3574411967803387,0.0034072399139404297,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/gaussian_npe_compat_n_obs_500_n_sims_500_seed_67/delta_0_1/gaussian_npe_posterior_samples.npz
