method,n_obs,n_sims,budget_label,seed,delta0,pbs_array_index,pbs_job_id,pbs_exit_status,pbs_walltime,pbs_reason,pbs_stdout,pbs_stderr,output_dir,delta_dir,complete,status,missing_files,partial_files_present,partial_files,kl,mmd,kl_finite,mmd_finite,metrics_status,reference_shape,posterior_shape,shape_ok,metrics_json,kl_txt,mmd_txt,reference_samples_npz,posterior_samples_npz
flow_npe,1000,6907,N=n log(n),44,1.0,954,,,,,,,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44/config.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44/delta_0_1/flow_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44/standardisation.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44/training_metadata.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44/validation_curve.csv,0.028087593714950856,0.0008720159530639648,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_44/delta_0_1/flow_npe_posterior_samples.npz
flow_npe,1000,6907,N=n log(n),45,1.0,955,,,,,,,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45/config.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45/delta_0_1/flow_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45/standardisation.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45/training_metadata.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45/validation_curve.csv,0.06664318178892623,0.0008602142333984375,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_45/delta_0_1/flow_npe_posterior_samples.npz
flow_npe,1000,6907,N=n log(n),46,1.0,956,,,,,,,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46/config.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46/delta_0_1/flow_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46/standardisation.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46/training_metadata.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46/validation_curve.csv,0.22198717705430135,0.012903332710266113,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_46/delta_0_1/flow_npe_posterior_samples.npz
flow_npe,1000,6907,N=n log(n),47,1.0,957,,,,,,,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47/config.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47/delta_0_1/flow_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47/standardisation.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47/training_metadata.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47/validation_curve.csv,0.12175965326868532,0.0047571659088134766,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_47/delta_0_1/flow_npe_posterior_samples.npz
flow_npe,1000,6907,N=n log(n),48,1.0,958,,,,,,,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48/config.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48/delta_0_1/flow_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48/standardisation.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48/training_metadata.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48/validation_curve.csv,0.2663837933468857,0.012457728385925293,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_48/delta_0_1/flow_npe_posterior_samples.npz
flow_npe,1000,6907,N=n log(n),49,1.0,959,,,,,,,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49/config.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49/delta_0_1/flow_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49/standardisation.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49/training_metadata.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49/validation_curve.csv,0.09718394094585929,0.001912236213684082,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_49/delta_0_1/flow_npe_posterior_samples.npz
flow_npe,1000,6907,N=n log(n),50,1.0,960,,,,,,,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50/config.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50/delta_0_1/flow_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50/standardisation.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50/training_metadata.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50/validation_curve.csv,-0.0646415604927072,0.0024623870849609375,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_50/delta_0_1/flow_npe_posterior_samples.npz
flow_npe,1000,6907,N=n log(n),51,1.0,961,,,,,,,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51/config.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51/delta_0_1/flow_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51/standardisation.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51/training_metadata.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51/validation_curve.csv,0.027513321586386932,0.0002219676971435547,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_51/delta_0_1/flow_npe_posterior_samples.npz
flow_npe,1000,6907,N=n log(n),52,1.0,962,,,,,,,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52/config.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52/delta_0_1/flow_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52/standardisation.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52/training_metadata.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52/validation_curve.csv,0.08379309635646204,0.001192927360534668,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_52/delta_0_1/flow_npe_posterior_samples.npz
flow_npe,1000,6907,N=n log(n),53,1.0,963,,,,,,,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53/config.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53/delta_0_1/flow_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53/standardisation.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53/training_metadata.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53/validation_curve.csv,-0.034066222796755,0.0004169940948486328,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_53/delta_0_1/flow_npe_posterior_samples.npz
flow_npe,1000,6907,N=n log(n),54,1.0,964,,,,,,,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54/config.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54/delta_0_1/flow_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54/standardisation.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54/training_metadata.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54/validation_curve.csv,0.058060614031546026,0.004422783851623535,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_54/delta_0_1/flow_npe_posterior_samples.npz
flow_npe,1000,6907,N=n log(n),55,1.0,965,,,,,,,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55/config.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55/delta_0_1/flow_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55/standardisation.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55/training_metadata.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55/validation_curve.csv,0.026869479050064957,0.00030934810638427734,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_55/delta_0_1/flow_npe_posterior_samples.npz
flow_npe,1000,6907,N=n log(n),56,1.0,966,,,,,,,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56/delta_0_1,True,complete,,True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56/config.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56/delta_0_1/flow_npe_posterior_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56/delta_0_1/kl.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56/delta_0_1/metrics.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56/delta_0_1/mmd.txt;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56/delta_0_1/reference_samples.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56/standardisation.npz;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56/training_metadata.json;res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56/validation_curve.csv,0.06744906805396059,0.00021708011627197266,True,True,ok,"(10000, 2)","(10000, 2)",True,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56/delta_0_1/metrics.json,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56/delta_0_1/kl.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56/delta_0_1/mmd.txt,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56/delta_0_1/reference_samples.npz,res/ma2_b0_delta1_refresh/flow_npe_compat_n_obs_1000_n_sims_6907_seed_56/delta_0_1/flow_npe_posterior_samples.npz
